upazila_code,type,param,area,percent,len
100447,pktp,P4,1528416,100,40-50 days
100447,krgp,K5,1528416,100,210-220/120-140 days
100447,cwz,T3,1528416,100,50-70 days
100447,hsz,E1,1528416,100,less than 0.5 days
100419,pktp,P4,218792,17.03,40-50 days
100419,pktp,P5,1065774,82.97,50-60 days
100419,krgp,K5,1284565,100,210-220/120-140 days
100419,cwz,T3,1284565,100,50-70 days
100419,hsz,E1,1284565,100,less than 0.5 days
100485,pktp,P4,8401,0.37,40-50 days
100485,pktp,P5,2235458,99.63,50-60 days
100485,krgp,K5,2243859,100,210-220/120-140 days
100485,cwz,T3,2243859,100,50-70 days
100485,hsz,E1,2243859,100,less than 0.5 days
100602,pktp,P4,1544496,100,40-50 days
100602,krgp,K6,1544496,100,220-230/120-145 days
100602,cwz,T3,1544496,100,50-70 days
100602,hsz,E1,1544496,100,less than 0.5 days
100409,pktp,P4,4017829,100,40-50 days
100409,krgp,K5,4017829,100,210-220/120-140 days
100409,cwz,T2,46371,1.15,40-50 days
100409,cwz,T1,11816,0.29,30-40 days
100409,cwz,T3,3959642,98.55,50-70 days
100409,hsz,E1,4017829,100,less than 0.5 days
100603,pktp,P4,1471683,100,40-50 days
100603,krgp,K6,1450601,98.57,220-230/120-145 days
100603,krgp,K7,21082,1.43,230-240/120-145 days
100603,cwz,T3,1471683,100,50-70 days
100603,hsz,E1,1471683,100,less than 0.5 days
100492,pktp,P4,3577825,100,40-50 days
100492,krgp,K5,3577825,100,210-220/120-140 days
100492,cwz,T3,3577825,100,50-70 days
100492,hsz,E1,3577825,100,less than 0.5 days
100428,pktp,P4,4416078,90.7,40-50 days
100428,pktp,P5,452910,9.3,50-60 days
100428,krgp,K5,4868989,100,210-220/120-140 days
100428,cwz,T2,65700,1.35,40-50 days
100428,cwz,T1,26329,0.54,30-40 days
100428,cwz,T3,4776960,98.11,50-70 days
100428,hsz,E1,4868989,100,less than 0.5 days
100651,pktp,P4,2109962,100,40-50 days
100651,krgp,K6,774650,36.71,220-230/120-145 days
100651,krgp,K7,1335312,63.29,230-240/120-145 days
100651,cwz,T3,2109962,100,50-70 days
100651,hsz,E1,2109962,100,less than 0.5 days
100607,pktp,P4,3538098,100,40-50 days
100607,krgp,K5,1664175,47.04,210-220/120-140 days
100607,krgp,K6,1766880,49.94,220-230/120-145 days
100607,krgp,K7,107042,3.03,230-240/120-145 days
100607,cwz,T3,3538098,100,50-70 days
100607,hsz,E1,3538098,100,less than 0.5 days
100610,pktp,P4,1600855,100,40-50 days
100610,krgp,K5,104808,6.55,210-220/120-140 days
100610,krgp,K6,1496047,93.45,220-230/120-145 days
100610,cwz,T3,1600855,100,50-70 days
100610,hsz,E1,1600855,100,less than 0.5 days
100662,pktp,P4,3520213,100,40-50 days
100662,krgp,K6,1614924,45.88,220-230/120-145 days
100662,krgp,K7,1905289,54.12,230-240/120-145 days
100662,cwz,T3,3520213,100,50-70 days
100662,hsz,E1,3520213,100,less than 0.5 days
100632,pktp,P4,1893305,100,40-50 days
100632,krgp,K6,1893305,100,220-230/120-145 days
100632,cwz,T3,1893305,100,50-70 days
100632,hsz,E1,1893305,100,less than 0.5 days
100636,pktp,P4,4861231,100,40-50 days
100636,krgp,K6,4797288,98.68,220-230/120-145 days
100636,krgp,K7,63943,1.32,230-240/120-145 days
100636,cwz,T3,4861231,100,50-70 days
100636,hsz,E1,4861231,100,less than 0.5 days
100669,pktp,P4,2962531,100,40-50 days
100669,krgp,K6,2962531,100,220-230/120-145 days
100669,cwz,T3,2962531,100,50-70 days
100669,hsz,E1,2962531,100,less than 0.5 days
100694,pktp,P4,2638752,100,40-50 days
100694,krgp,K5,12589,0.48,210-220/120-140 days
100694,krgp,K6,2626163,99.52,220-230/120-145 days
100694,cwz,T3,2638752,100,50-70 days
100694,hsz,E1,2638752,100,less than 0.5 days
100929,pktp,P4,3953310,100,40-50 days
100929,krgp,K6,14381,0.36,220-230/120-145 days
100929,krgp,K7,3938929,99.64,230-240/120-145 days
100929,cwz,T3,3953310,100,50-70 days
100929,hsz,E1,3953310,100,less than 0.5 days
100965,pktp,P4,1661563,100,40-50 days
100965,krgp,K6,1132652,68.17,220-230/120-145 days
100965,krgp,K7,528911,31.83,230-240/120-145 days
100965,cwz,T2,1661563,100,40-50 days
100965,hsz,E1,1661563,100,less than 0.5 days
100921,pktp,P4,3634446,100,40-50 days
100921,krgp,K6,2676127,73.63,220-230/120-145 days
100921,krgp,K7,958319,26.37,230-240/120-145 days
100921,cwz,T3,3634446,100,50-70 days
100921,hsz,E1,3634446,100,less than 0.5 days
100925,pktp,P4,6280206,100,40-50 days
100925,krgp,K6,6280206,100,220-230/120-145 days
100925,cwz,T2,1439454,22.92,40-50 days
100925,cwz,T3,4840751,77.08,50-70 days
100925,hsz,E1,6280206,100,less than 0.5 days
100954,pktp,P4,4882755,100,40-50 days
100954,krgp,K6,4882755,100,220-230/120-145 days
100954,cwz,T2,1419956,29.08,40-50 days
100954,cwz,T3,3462799,70.92,50-70 days
100954,hsz,E1,4882755,100,less than 0.5 days
100991,pktp,P4,1877657,100,40-50 days
100991,krgp,K6,597855,31.84,220-230/120-145 days
100991,krgp,K7,1279803,68.16,230-240/120-145 days
100991,cwz,T2,833570,44.39,40-50 days
100991,cwz,T3,1044087,55.61,50-70 days
100991,hsz,E1,1877657,100,less than 0.5 days
104240,pktp,P4,2589277,100,40-50 days
104240,krgp,K5,1123239,43.38,210-220/120-140 days
104240,krgp,K6,1466038,56.62,220-230/120-145 days
104240,cwz,T3,2589277,100,50-70 days
104240,hsz,E1,2589277,100,less than 0.5 days
100918,pktp,P4,5596433,100,40-50 days
100918,krgp,K6,299540,5.35,220-230/120-145 days
100918,krgp,K7,5296893,94.65,230-240/120-145 days
100918,cwz,T3,5596433,100,50-70 days
100918,hsz,E1,5596433,100,less than 0.5 days
107855,pktp,P4,789388,100,40-50 days
107855,krgp,K5,789388,100,210-220/120-140 days
107855,cwz,T3,789388,100,50-70 days
107855,hsz,E1,789388,100,less than 0.5 days
104243,pktp,P4,809772,53.99,40-50 days
104243,pktp,P5,690134,46.01,50-60 days
104243,krgp,K5,1499906,100,210-220/120-140 days
104243,cwz,T3,1499906,100,50-70 days
104243,hsz,E1,1499906,100,less than 0.5 days
107852,pktp,P4,2199915,100,40-50 days
107852,krgp,K6,2199915,100,220-230/120-145 days
107852,cwz,T3,2199915,100,50-70 days
107852,hsz,E1,2199915,100,less than 0.5 days
104273,pktp,P4,1940975,100,40-50 days
104273,krgp,K5,1046155,53.9,210-220/120-140 days
104273,krgp,K6,894820,46.1,220-230/120-145 days
104273,cwz,T3,1940975,100,50-70 days
104273,hsz,E1,1940975,100,less than 0.5 days
104284,pktp,P4,1489258,96.69,40-50 days
104284,pktp,P5,50982,3.31,50-60 days
104284,krgp,K5,1540241,100,210-220/120-140 days
104284,cwz,T3,1540241,100,50-70 days
104284,hsz,E1,1540241,100,less than 0.5 days
107838,pktp,P4,4156269,100,40-50 days
107838,krgp,K5,409082,9.84,210-220/120-140 days
107838,krgp,K6,3747187,90.16,220-230/120-145 days
107838,cwz,T3,4156269,100,50-70 days
107838,hsz,E1,4156269,100,less than 0.5 days
107866,pktp,P4,6276803,100,40-50 days
107866,krgp,K5,5178692,82.51,210-220/120-140 days
107866,krgp,K6,1098111,17.49,220-230/120-145 days
107866,cwz,T2,30711,0.49,40-50 days
107866,cwz,T3,6246092,99.51,50-70 days
107866,hsz,E1,6276803,100,less than 0.5 days
107857,pktp,P4,4382478,100,40-50 days
107857,krgp,K5,1280139,29.21,210-220/120-140 days
107857,krgp,K6,3102339,70.79,220-230/120-145 days
107857,cwz,T3,4382478,100,50-70 days
107857,hsz,E1,4382478,100,less than 0.5 days
107897,pktp,P4,5147596,100,40-50 days
107897,krgp,K5,2942,0.06,210-220/120-140 days
107897,krgp,K6,5144654,99.94,220-230/120-145 days
107897,cwz,T2,479667,9.32,40-50 days
107897,cwz,T3,4667929,90.68,50-70 days
107897,hsz,E1,5147596,100,less than 0.5 days
107947,pktp,P4,652174,62.46,40-50 days
107947,pktp,P5,392055,37.54,50-60 days
107947,krgp,K5,1044230,100,210-220/120-140 days
107947,cwz,T3,1044230,100,50-70 days
107947,hsz,E1,1044230,100,less than 0.5 days
107914,pktp,P4,193329,13.21,40-50 days
107914,pktp,P5,1270425,86.79,50-60 days
107914,krgp,K5,1463754,100,210-220/120-140 days
107914,cwz,T3,1463754,100,50-70 days
107914,hsz,E1,1463754,100,less than 0.5 days
107895,pktp,P4,4710364,100,40-50 days
107895,krgp,K5,4637849,98.46,210-220/120-140 days
107895,krgp,K6,72515,1.54,220-230/120-145 days
107895,cwz,T3,4710364,100,50-70 days
107895,hsz,E1,4710364,100,less than 0.5 days
107990,pktp,P5,859202,100,50-60 days
107990,krgp,K5,496154,57.75,210-220/120-140 days
107990,krgp,K4,363048,42.25,200-210/115-135 days
107990,cwz,T3,859202,100,50-70 days
107990,hsz,E1,859202,100,less than 0.5 days
107876,pktp,P4,1541067,100,40-50 days
107876,krgp,K5,1541067,100,210-220/120-140 days
107876,cwz,T3,1541067,100,50-70 days
107876,hsz,E1,1541067,100,less than 0.5 days
107976,pktp,P4,1247025,56.4,40-50 days
107976,pktp,P5,964116,43.6,50-60 days
107976,krgp,K5,2208199,99.87,210-220/120-140 days
107976,krgp,K6,2942,0.13,220-230/120-145 days
107976,cwz,T3,2211140,100,50-70 days
107976,hsz,E1,2211140,100,less than 0.5 days
107958,pktp,P5,3164245,100,50-60 days
107958,krgp,K5,3123097,98.7,210-220/120-140 days
107958,krgp,K4,41148,1.3,200-210/115-135 days
107958,cwz,T3,3164245,100,50-70 days
107958,hsz,E1,3164245,100,less than 0.5 days
107987,pktp,P4,2294663,97.69,40-50 days
107987,pktp,P5,54349,2.31,50-60 days
107987,krgp,K5,1914482,81.5,210-220/120-140 days
107987,krgp,K6,434530,18.5,220-230/120-145 days
107987,cwz,T3,2349012,100,50-70 days
107987,hsz,E1,2349012,100,less than 0.5 days
107980,pktp,P4,8958,0.43,40-50 days
107980,pktp,P5,2075922,99.57,50-60 days
107980,krgp,K5,2084879,100,210-220/120-140 days
107980,cwz,T3,2084879,100,50-70 days
107980,hsz,E1,2084879,100,less than 0.5 days
200304,pktp,P4,9941291,100,40-50 days
200304,krgp,K6,9941291,100,220-230/120-145 days
200304,cwz,T2,81349,0.82,40-50 days
200304,cwz,T1,9859942,99.18,30-40 days
200304,hsz,E1,9941291,100,less than 0.5 days
200314,pktp,P4,5285467,100,40-50 days
200314,krgp,K6,5285467,100,220-230/120-145 days
200314,cwz,T2,2894080,54.76,40-50 days
200314,cwz,T3,2391387,45.24,50-70 days
200314,hsz,E1,5285467,100,less than 0.5 days
200389,pktp,P4,4279327,100,40-50 days
200389,krgp,K6,4279327,100,220-230/120-145 days
200389,cwz,T2,1208145,28.23,40-50 days
200389,cwz,T3,3071182,71.77,50-70 days
200389,hsz,E1,4279327,100,less than 0.5 days
200351,pktp,P4,8942578,100,40-50 days
200351,krgp,K6,8942578,100,220-230/120-145 days
200351,cwz,T2,1711665,19.14,40-50 days
200351,cwz,T1,7230913,80.86,30-40 days
200351,hsz,E1,8942578,100,less than 0.5 days
200373,pktp,P4,6531030,100,40-50 days
200373,krgp,K6,6531030,100,220-230/120-145 days
200373,cwz,T1,6531030,100,30-40 days
200373,hsz,E1,6531030,100,less than 0.5 days
200391,pktp,P4,7979868,100,40-50 days
200391,krgp,K6,7979868,100,220-230/120-145 days
200391,cwz,T2,7304451,91.54,40-50 days
200391,cwz,T3,675417,8.46,50-70 days
200391,hsz,E1,7979868,100,less than 0.5 days
200395,pktp,P4,9675067,100,40-50 days
200395,krgp,K6,9675067,100,220-230/120-145 days
200395,cwz,T2,4519838,46.72,40-50 days
200395,cwz,T1,5155229,53.28,30-40 days
200395,hsz,E1,9675067,100,less than 0.5 days
201202,pktp,P3,1095619,100,30-40 days
201202,krgp,K7,1095619,100,230-240/120-145 days
201202,cwz,T3,1095619,100,50-70 days
201202,hsz,E1,1095619,100,less than 0.5 days
201233,pktp,P3,775505,100,30-40 days
201233,krgp,K7,775505,100,230-240/120-145 days
201233,cwz,T3,775505,100,50-70 days
201233,hsz,E1,775505,100,less than 0.5 days
201204,pktp,P3,1302,2.1,30-40 days
201204,pktp,P4,60802,97.9,40-50 days
201204,krgp,K6,62103,100,220-230/120-145 days
201204,cwz,T3,62103,100,50-70 days
201204,hsz,E1,62103,100,less than 0.5 days
201207,pktp,P3,2287268,100,30-40 days
201207,krgp,K7,2287268,100,230-240/120-145 days
201207,cwz,T4,1205726,52.71,70-90 days
201207,cwz,T3,1081542,47.29,50-70 days
201207,hsz,E1,2287268,100,less than 0.5 days
201213,pktp,P3,2130573,100,30-40 days
201213,krgp,K7,2130573,100,230-240/120-145 days
201213,cwz,T4,1583,0.07,70-90 days
201213,cwz,T3,2128990,99.93,50-70 days
201213,hsz,E1,2130573,100,less than 0.5 days
201285,pktp,P3,3774609,82.55,30-40 days
201285,pktp,P4,797929,17.45,40-50 days
201285,krgp,K6,1392288,30.45,220-230/120-145 days
201285,krgp,K7,3180250,69.55,230-240/120-145 days
201285,cwz,T3,4572538,100,50-70 days
201285,hsz,E1,4572538,100,less than 0.5 days
201294,pktp,P3,2202172,100,30-40 days
201294,krgp,K7,2202172,100,230-240/120-145 days
201294,cwz,T4,1163779,52.85,70-90 days
201294,cwz,T3,1038393,47.15,50-70 days
201294,hsz,E1,2202172,100,less than 0.5 days
201290,pktp,P3,4025778,100,30-40 days
201290,krgp,K8,817362,20.3,240-250/135-150 days
201290,krgp,K7,3208417,79.7,230-240/120-145 days
201290,cwz,T4,4006892,99.53,70-90 days
201290,cwz,T3,18887,0.47,50-70 days
201290,hsz,E1,4025778,100,less than 0.5 days
201263,pktp,P3,2740949,100,30-40 days
201263,krgp,K7,2740949,100,230-240/120-145 days
201263,cwz,T3,2740949,100,50-70 days
201263,hsz,E1,2740949,100,less than 0.5 days
201322,pktp,P4,2743306,100,40-50 days
201322,krgp,K6,2743306,100,220-230/120-145 days
201322,cwz,T3,2743306,100,50-70 days
201322,hsz,E1,2743306,100,less than 0.5 days
201345,pktp,P3,122277,4.09,30-40 days
201345,pktp,P4,2865445,95.91,40-50 days
201345,krgp,K6,2987722,100,220-230/120-145 days
201345,cwz,T3,2987722,100,50-70 days
201345,hsz,E1,2987722,100,less than 0.5 days
201347,pktp,P4,892328,100,40-50 days
201347,krgp,K6,892328,100,220-230/120-145 days
201347,cwz,T3,892328,100,50-70 days
201347,hsz,E1,892328,100,less than 0.5 days
201349,pktp,P3,1640164,87.43,30-40 days
201349,pktp,P4,235895,12.57,40-50 days
201349,krgp,K6,1876060,100,220-230/120-145 days
201349,cwz,T3,1876060,100,50-70 days
201349,hsz,E1,1876060,100,less than 0.5 days
201358,pktp,P3,3016747,100,30-40 days
201358,krgp,K6,3016747,100,220-230/120-145 days
201358,cwz,T3,3016747,100,50-70 days
201358,hsz,E1,3016747,100,less than 0.5 days
201379,pktp,P3,7664,13.59,30-40 days
201379,pktp,P4,48717,86.41,40-50 days
201379,krgp,K6,56381,100,220-230/120-145 days
201379,cwz,T3,56381,100,50-70 days
201379,hsz,E1,56381,100,less than 0.5 days
201376,pktp,P3,867800,53.07,30-40 days
201376,pktp,P4,767543,46.93,40-50 days
201376,krgp,K6,1635342,100,220-230/120-145 days
201376,cwz,T3,1635342,100,50-70 days
201376,hsz,E1,1635342,100,less than 0.5 days
201395,pktp,P3,1512181,100,30-40 days
201395,krgp,K6,1512181,100,220-230/120-145 days
201395,cwz,T3,1512181,100,50-70 days
201395,hsz,E1,1512181,100,less than 0.5 days
201504,pktp,P4,1430126,100,40-50 days
201504,krgp,K6,1430126,100,220-230/120-145 days
201504,cwz,T2,1430126,100,40-50 days
201504,hsz,E1,1430126,100,less than 0.5 days
201508,pktp,P4,3406391,100,40-50 days
201508,krgp,K6,3406391,100,220-230/120-145 days
201508,cwz,T2,1163018,34.14,40-50 days
201508,cwz,T1,2243373,65.86,30-40 days
201508,hsz,E1,3406391,100,less than 0.5 days
201512,pktp,P4,1311457,100,40-50 days
201512,krgp,K6,1311457,100,220-230/120-145 days
201512,cwz,T2,640367,48.83,40-50 days
201512,cwz,T3,671090,51.17,50-70 days
201512,hsz,E1,1311457,100,less than 0.5 days
201518,pktp,P4,1990723,100,40-50 days
201518,krgp,K6,1990723,100,220-230/120-145 days
201518,cwz,T2,1723159,86.56,40-50 days
201518,cwz,T3,267565,13.44,50-70 days
201518,hsz,E1,1990723,100,less than 0.5 days
201539,pktp,P4,478562,100,40-50 days
201539,krgp,K6,478562,100,220-230/120-145 days
201539,cwz,T2,478562,100,40-50 days
201539,hsz,E1,478562,100,less than 0.5 days
201533,pktp,P4,9623290,100,40-50 days
201533,krgp,K5,3752912,39,210-220/120-140 days
201533,krgp,K6,5870378,61,220-230/120-145 days
201533,cwz,T3,9623290,100,50-70 days
201533,hsz,E1,9623290,100,less than 0.5 days
201570,pktp,P4,69331,100,40-50 days
201570,krgp,K6,69331,100,220-230/120-145 days
201570,cwz,T3,69331,100,50-70 days
201570,hsz,E1,69331,100,less than 0.5 days
201547,pktp,P4,3303908,100,40-50 days
201547,krgp,K6,3303908,100,220-230/120-145 days
201547,cwz,T2,1641741,49.69,40-50 days
201547,cwz,T1,1662167,50.31,30-40 days
201547,hsz,E1,3303908,100,less than 0.5 days
201537,pktp,P4,2268506,100,40-50 days
201537,krgp,K5,779941,34.38,210-220/120-140 days
201537,krgp,K6,1488565,65.62,220-230/120-145 days
201537,cwz,T4,4605,0.2,70-90 days
201537,cwz,T2,39304,1.73,40-50 days
201537,cwz,T3,2224596,98.06,50-70 days
201537,hsz,E1,2268506,100,less than 0.5 days
201553,pktp,P4,6525654,100,40-50 days
201553,krgp,K6,2055362,31.5,220-230/120-145 days
201553,krgp,K7,4470292,68.5,230-240/120-145 days
201553,cwz,T3,6525654,100,50-70 days
201553,hsz,E1,6525654,100,less than 0.5 days
201561,pktp,P4,2525079,100,40-50 days
201561,krgp,K6,2525079,100,220-230/120-145 days
201561,cwz,T2,2278715,90.24,40-50 days
201561,cwz,T3,246364,9.76,50-70 days
201561,hsz,E1,2525079,100,less than 0.5 days
201578,pktp,P4,4994863,100,40-50 days
201578,krgp,K7,4994863,100,230-240/120-145 days
201578,cwz,T2,4526062,90.61,40-50 days
201578,cwz,T3,468801,9.39,50-70 days
201578,hsz,E1,4994863,100,less than 0.5 days
201574,pktp,P4,3094947,100,40-50 days
201574,krgp,K5,223155,7.21,210-220/120-140 days
201574,krgp,K6,2871792,92.79,220-230/120-145 days
201574,cwz,T2,2814,0.09,40-50 days
201574,cwz,T3,3092133,99.91,50-70 days
201574,hsz,E1,3094947,100,less than 0.5 days
202216,pktp,P4,98548,100,40-50 days
202216,krgp,K6,98548,100,220-230/120-145 days
202216,cwz,T1,98548,100,30-40 days
202216,hsz,E1,98548,100,less than 0.5 days
201582,pktp,P4,2690146,100,40-50 days
201582,krgp,K6,2690146,100,220-230/120-145 days
201582,cwz,T2,2641707,98.2,40-50 days
201582,cwz,T1,48440,1.8,30-40 days
201582,hsz,E1,2690146,100,less than 0.5 days
201586,pktp,P4,2632669,100,40-50 days
201586,krgp,K6,2358576,89.59,220-230/120-145 days
201586,krgp,K7,274093,10.41,230-240/120-145 days
201586,cwz,T4,10275,0.39,70-90 days
201586,cwz,T2,208148,7.91,40-50 days
201586,cwz,T3,2414246,91.7,50-70 days
201586,hsz,E1,2632669,100,less than 0.5 days
202224,pktp,P4,1567117,100,40-50 days
202224,krgp,K6,1567117,100,220-230/120-145 days
202224,cwz,T1,1567117,100,30-40 days
202224,hsz,E1,1567117,100,less than 0.5 days
202232,pktp,P4,1096815,100,40-50 days
202232,krgp,K6,1096815,100,220-230/120-145 days
202232,cwz,T1,1096815,100,30-40 days
202232,hsz,E1,1096815,100,less than 0.5 days
202245,pktp,P4,630053,100,40-50 days
202245,krgp,K6,630053,100,220-230/120-145 days
202245,cwz,T1,630053,100,30-40 days
202245,hsz,E1,630053,100,less than 0.5 days
202249,pktp,P4,4928484,100,40-50 days
202249,krgp,K6,4928484,100,220-230/120-145 days
202249,cwz,T1,4928484,100,30-40 days
202249,hsz,E1,4928484,100,less than 0.5 days
202256,pktp,P4,1261744,100,40-50 days
202256,krgp,K6,1261744,100,220-230/120-145 days
202256,cwz,T1,1261744,100,30-40 days
202256,hsz,E1,1261744,100,less than 0.5 days
202290,pktp,P4,2975956,100,40-50 days
202290,krgp,K6,2975956,100,220-230/120-145 days
202290,cwz,T1,2975956,100,30-40 days
202290,hsz,E1,2975956,100,less than 0.5 days
202266,pktp,P4,4864846,100,40-50 days
202266,krgp,K6,4864846,100,220-230/120-145 days
202266,cwz,T1,4864846,100,30-40 days
202266,hsz,E1,4864846,100,less than 0.5 days
202294,pktp,P4,2503343,100,40-50 days
202294,krgp,K6,2503343,100,220-230/120-145 days
202294,cwz,T1,2503343,100,30-40 days
202294,hsz,E1,2503343,100,less than 0.5 days
201967,pktp,P3,1228194,100,30-40 days
201967,krgp,K7,1228194,100,230-240/120-145 days
201967,cwz,T3,1228194,100,50-70 days
201967,hsz,E1,1228194,100,less than 0.5 days
201909,pktp,P3,2435631,100,30-40 days
201909,krgp,K6,1054039,43.28,220-230/120-145 days
201909,krgp,K7,1381593,56.72,230-240/120-145 days
201909,cwz,T3,2435631,100,50-70 days
201909,hsz,E1,2435631,100,less than 0.5 days
201918,pktp,P3,1670014,100,30-40 days
201918,krgp,K7,1670014,100,230-240/120-145 days
201918,cwz,T3,1670014,100,50-70 days
201918,hsz,E1,1670014,100,less than 0.5 days
201927,pktp,P3,2034533,100,30-40 days
201927,krgp,K6,1767687,86.88,220-230/120-145 days
201927,krgp,K7,266846,13.12,230-240/120-145 days
201927,cwz,T3,2034533,100,50-70 days
201927,hsz,E1,2034533,100,less than 0.5 days
201915,pktp,P3,1286434,100,30-40 days
201915,krgp,K7,1286434,100,230-240/120-145 days
201915,cwz,T3,1286434,100,50-70 days
201915,hsz,E1,1286434,100,less than 0.5 days
201931,pktp,P3,3451502,100,30-40 days
201931,krgp,K6,20944,0.61,220-230/120-145 days
201931,krgp,K7,3430559,99.39,230-240/120-145 days
201931,cwz,T3,3451502,100,50-70 days
201931,hsz,E1,3451502,100,less than 0.5 days
201972,pktp,P3,1384747,100,30-40 days
201972,krgp,K6,1175309,84.88,220-230/120-145 days
201972,krgp,K7,209438,15.12,230-240/120-145 days
201972,cwz,T3,1384747,100,50-70 days
201972,hsz,E1,1384747,100,less than 0.5 days
201936,pktp,P3,2148052,100,30-40 days
201936,krgp,K6,2148052,100,220-230/120-145 days
201936,cwz,T3,2148052,100,50-70 days
201936,hsz,E1,2148052,100,less than 0.5 days
201940,pktp,P3,2338222,100,30-40 days
201940,krgp,K6,1504334,64.34,220-230/120-145 days
201940,krgp,K7,833888,35.66,230-240/120-145 days
201940,cwz,T3,2338222,100,50-70 days
201940,hsz,E1,2338222,100,less than 0.5 days
201954,pktp,P3,656150,53.97,30-40 days
201954,pktp,P4,559676,46.03,40-50 days
201954,krgp,K6,1215826,100,220-230/120-145 days
201954,cwz,T3,1215826,100,50-70 days
201954,hsz,E1,1215826,100,less than 0.5 days
201974,pktp,P3,1778414,100,30-40 days
201974,krgp,K6,1778414,100,220-230/120-145 days
201974,cwz,T3,1778414,100,50-70 days
201974,hsz,E1,1778414,100,less than 0.5 days
201973,pktp,P3,1546262,100,30-40 days
201973,krgp,K7,1546262,100,230-240/120-145 days
201973,cwz,T3,1546262,100,50-70 days
201973,hsz,E1,1546262,100,less than 0.5 days
201975,pktp,P3,388642,27.91,30-40 days
201975,pktp,P4,1003921,72.09,40-50 days
201975,krgp,K6,1392563,100,220-230/120-145 days
201975,cwz,T3,1392563,100,50-70 days
201975,hsz,E1,1392563,100,less than 0.5 days
201981,pktp,P3,68284,100,30-40 days
201981,pktp,P4,0,0,40-50 days
201981,krgp,K6,63772,93.39,220-230/120-145 days
201981,krgp,K7,4512,6.61,230-240/120-145 days
201981,cwz,T3,68284,100,50-70 days
201981,hsz,E1,68284,100,less than 0.5 days
201987,pktp,P3,2304447,100,30-40 days
201987,krgp,K6,1817506,78.87,220-230/120-145 days
201987,krgp,K7,486941,21.13,230-240/120-145 days
201987,cwz,T3,2304447,100,50-70 days
201987,hsz,E1,2304447,100,less than 0.5 days
201933,pktp,P3,1507697,100,30-40 days
201933,krgp,K7,1507697,100,230-240/120-145 days
201933,cwz,T3,1507697,100,50-70 days
201933,hsz,E1,1507697,100,less than 0.5 days
203014,pktp,P3,1021165,75.86,30-40 days
203014,pktp,P4,324937,24.14,40-50 days
203014,krgp,K7,1346102,100,230-240/120-145 days
203014,cwz,T3,1346102,100,50-70 days
203014,hsz,E1,1346102,100,less than 0.5 days
203025,pktp,P3,1409946,100,30-40 days
203025,krgp,K7,1409946,100,230-240/120-145 days
203025,cwz,T3,1409946,100,50-70 days
203025,hsz,E1,1409946,100,less than 0.5 days
203041,pktp,P3,1288152,100,30-40 days
203041,krgp,K7,1288152,100,230-240/120-145 days
203041,cwz,T3,1288152,100,50-70 days
203041,hsz,E1,1288152,100,less than 0.5 days
201994,pktp,P3,1420294,100,30-40 days
201994,krgp,K6,1420294,100,220-230/120-145 days
201994,cwz,T3,1420294,100,50-70 days
201994,hsz,E1,1420294,100,less than 0.5 days
203029,pktp,P3,1971033,92.04,30-40 days
203029,pktp,P4,170548,7.96,40-50 days
203029,krgp,K7,2141581,100,230-240/120-145 days
203029,cwz,T3,2141581,100,50-70 days
203029,hsz,E1,2141581,100,less than 0.5 days
203051,pktp,P3,998033,100,30-40 days
203051,krgp,K7,998033,100,230-240/120-145 days
203051,cwz,T3,998033,100,50-70 days
203051,hsz,E1,998033,100,less than 0.5 days
203094,pktp,P3,455397,20.36,30-40 days
203094,pktp,P4,1781500,79.64,40-50 days
203094,krgp,K7,2236897,100,230-240/120-145 days
203094,cwz,T3,2236897,100,50-70 days
203094,hsz,E1,2236897,100,less than 0.5 days
204647,pktp,P4,2827723,100,40-50 days
204647,krgp,K6,2827723,100,220-230/120-145 days
204647,cwz,T3,2827723,100,50-70 days
204647,hsz,E1,2827723,100,less than 0.5 days
204643,pktp,P4,11256454,100,40-50 days
204643,krgp,K6,11256454,100,220-230/120-145 days
204643,cwz,T3,11256454,100,50-70 days
204643,hsz,E1,11256454,100,less than 0.5 days
204649,pktp,P4,2618231,100,40-50 days
204649,krgp,K6,2618231,100,220-230/120-145 days
204649,cwz,T3,2618231,100,50-70 days
204649,hsz,E1,2618231,100,less than 0.5 days
204661,pktp,P4,2677449,100,40-50 days
204661,krgp,K6,2677449,100,220-230/120-145 days
204661,cwz,T3,2677449,100,50-70 days
204661,hsz,E1,2677449,100,less than 0.5 days
204665,pktp,P4,3022426,100,40-50 days
204665,krgp,K6,3022426,100,220-230/120-145 days
204665,cwz,T3,3022426,100,50-70 days
204665,hsz,E1,3022426,100,less than 0.5 days
204667,pktp,P4,1780929,100,40-50 days
204667,krgp,K6,1780929,100,220-230/120-145 days
204667,cwz,T3,1780929,100,50-70 days
204667,hsz,E1,1780929,100,less than 0.5 days
204670,pktp,P4,5824596,100,40-50 days
204670,krgp,K6,5824596,100,220-230/120-145 days
204670,cwz,T3,5824596,100,50-70 days
204670,hsz,E1,5824596,100,less than 0.5 days
204677,pktp,P4,4238088,100,40-50 days
204677,krgp,K6,4238088,100,220-230/120-145 days
204677,cwz,T3,4238088,100,50-70 days
204677,hsz,E1,4238088,100,less than 0.5 days
204680,pktp,P4,1901168,100,40-50 days
204680,krgp,K6,1901168,100,220-230/120-145 days
204680,cwz,T3,1901168,100,50-70 days
204680,hsz,E1,1901168,100,less than 0.5 days
