division_code,division_name,district_code,district_name,upazila_code,upazila_name,upazila_name_bn
55,Rangpur,5594,Thakurgaon,559451,Haripur,হরিপুর
55,Rangpur,5594,Thakurgaon,559482,Pirganj,পীরগঞ্জ
55,Rangpur,5594,Thakurgaon,559486,Ranisankail,রাণীশংকৈল
55,Rangpur,5594,Thakurgaon,559494,Thakurgaon Sadar,ঠাকুরগাঁও সদর
60,Sylhet,6036,Habiganj,603602,Ajmiriganj,আজমিরীগঞ্জ
60,Sylhet,6036,Habiganj,603605,Bahubal,বাহুবল
60,Sylhet,6036,Habiganj,603611,Baniachong,বানিয়াচং
60,Sylhet,6036,Habiganj,603626,Chunarughat,চুনারুঘাট
60,Sylhet,6036,Habiganj,603644,Habiganj Sadar,হবিগঞ্জ সদর
60,Sylhet,6036,Habiganj,603668,Lakhai,লাখাই
60,Sylhet,6036,Habiganj,603671,Madhabpur,মাধবপুর
60,Sylhet,6036,Habiganj,603677,Nabiganj,নবীগঞ্জ
60,Sylhet,6036,Habiganj,603687,Shayestaganj,শায়েস্তাগঞ্জ
60,Sylhet,6058,Maulvibazar,605814,Barlekha,বড়লেখা
60,Sylhet,6058,Maulvibazar,605835,Juri,জুড়ী
60,Sylhet,6058,Maulvibazar,605856,Kamalganj,কমলগঞ্জ
60,Sylhet,6058,Maulvibazar,605865,Kulaura,কুলাউড়া
60,Sylhet,6058,Maulvibazar,605874,Maulvibazar Sadar,মৌলভীবাজার সদর
60,Sylhet,6058,Maulvibazar,605880,Rajnagar,রাজনগর
60,Sylhet,6058,Maulvibazar,605883,Sreemangal,শ্রীমঙ্গল
60,Sylhet,6090,Sunamganj,609018,Bishwambarpur,বিশ্বম্ভরপুর
60,Sylhet,6090,Sunamganj,609023,Chhatak,ছাতক
60,Sylhet,6090,Sunamganj,609029,Derai,দিরাই
60,Sylhet,6090,Sunamganj,609032,Dharampasha,ধর্মপাশা
60,Sylhet,6090,Sunamganj,609033,Dowarabazar,দোয়ারাবাজার
60,Sylhet,6090,Sunamganj,609047,Jagannathpur,জগন্নাথপুর
60,Sylhet,6090,Sunamganj,609050,Jamalganj,জামালগঞ্জ
60,Sylhet,6090,Sunamganj,609063,Madhyanagar,মধ্যনগর
60,Sylhet,6090,Sunamganj,609086,Shalla,শাল্লা
60,Sylhet,6090,Sunamganj,609027,Shantiganj,শান্তিগঞ্জ
60,Sylhet,6090,Sunamganj,609089,Sunamganj Sadar,সুনামগঞ্জ সদর
60,Sylhet,6090,Sunamganj,609092,Tahirpur,তাহিরপুর
60,Sylhet,6091,Sylhet,609108,Balaganj,বালাগঞ্জ
60,Sylhet,6091,Sylhet,609117,Beanibazar,বিয়ানীবাজার
60,Sylhet,6091,Sylhet,609120,Bishwanath,বিশ্বনাথ
60,Sylhet,6091,Sylhet,609127,Companiganj,কোম্পানীগঞ্জ
60,Sylhet,6091,Sylhet,609131,Dakshin Surma,দক্ষিণ সুরমা
60,Sylhet,6091,Sylhet,609135,Fenchuganj,ফেঞ্চুগঞ্জ
60,Sylhet,6091,Sylhet,609138,Golapganj,গোলাপগঞ্জ
60,Sylhet,6091,Sylhet,609141,Gowainghat,গোয়াইনঘাট
60,Sylhet,6091,Sylhet,609153,Jaintiapur,জৈন্তাপুর
60,Sylhet,6091,Sylhet,609159,Kanaighat,কানাইঘাট
60,Sylhet,6091,Sylhet,609160,Osmani Nagar,ওসমানী নগর
60,Sylhet,6091,Sylhet,609162,Sylhet Sadar,সিলেট সদর
60,Sylhet,6091,Sylhet,609194,Zakiganj,জকিগঞ্জ
