upazila_code,type,category,area,ord
202290,salinity,Non Saline,26766.42,1
202290,salinity,Extremely Saline,287.13,6
202290,recession,Very Early,20730.58,1
202290,recession,Normal,1546.74,3
202290,recession,Late,4776.23,4
202290,relief,Level,11973.64,
202290,relief,Undulating,1181.64,
202290,relief,Sloppy,13898.27,
202266,landtype,High Land,19170.69,
202266,landtype,Medium High Land-1,3852.14,
202266,landtype,Medium High Land-2,6212.11,
202266,landtype,Medium Low Land,183.11,
202266,texture,Sandy Loam ,6264.62,2
202266,texture,Loam,14903.72,3
202266,texture,Clay Loam,8249.72,4
202266,consistency,Friable,21168.33,2
202266,consistency,Firm,8249.72,3
202266,drainage,Well Drained,14254.17,1
202266,drainage,Moderately Well Drained,838.34,2
202266,drainage,Imperfectly Drained,4078.17,3
202266,drainage,Poorly Drained,10247.37,4
202266,reaction,Extremely Acidic,183.11,1
202266,reaction,Strongly Acidic,29037.48,2
202266,reaction,Moderately Acidic,197.46,3
202266,moisture,Low,19389.21,1
202266,moisture,Medium,3412.63,2
202266,moisture,High,6616.21,3
202266,salinity,Non Saline,27901.86,1
202266,salinity,Very Slightly Saline,183.11,2
202266,salinity,Slightly Saline,1333.08,3
202266,recession,Very Early,19170.69,1
202266,recession,Early,9140.77,2
202266,recession,Normal,923.48,3
202266,recession,Late,183.11,4
202266,relief,Level,14325.54,
202266,relief,Slightly Undulating,820.56,
202266,relief,Moderately Undulating,5717.63,
202266,relief,Undulating,3394.54,
202266,relief,Sloppy,5159.78,
202294,landtype,High Land,19289.18,
202294,landtype,Medium High Land-1,1003.98,
202294,landtype,Medium High Land-2,2074.24,
202294,landtype,Medium Low Land,497.03,
202294,texture,Sandy Loam ,3802.42,2
202294,texture,Loam,10668.12,3
202294,texture,Clay Loam,8393.88,4
202294,consistency,Friable,14470.55,2
202294,consistency,Firm,8393.88,3
202294,drainage,Well Drained,11232.99,1
202294,drainage,Moderately Well Drained,3049.49,2
202294,drainage,Imperfectly Drained,5006.69,3
202294,drainage,Poorly Drained,3575.25,4
202294,reaction,Strongly Acidic,22864.43,2
202294,moisture,Low,16051.47,1
202294,moisture,Medium,6754.4,2
202294,moisture,High,58.55,3
202294,salinity,Non Saline,22864.43,1
202294,recession,Very Early,19289.18,1
202294,recession,Early,2495.28,2
202294,recession,Normal,582.94,3
202294,recession,Late,497.03,4
202294,relief,Level,8581.95,
202294,relief,Moderately Undulating,390.66,
202294,relief,Undulating,8724.73,
202294,relief,Sloppy,5167.1,
201967,landtype,High Land,279.64,
201967,landtype,Medium High Land-1,1816.17,
201967,landtype,Medium High Land-2,5305.78,
201967,landtype,Medium Low Land,356.28,
201967,texture,Sandy Loam ,464.92,2
201967,texture,Loam,914.63,3
201967,texture,Clay Loam,6278.17,4
201967,texture,Clay,100.14,5
201967,consistency,Friable,4920.53,2
201967,consistency,Firm,2837.33,3
201967,drainage,Well Drained,116.41,1
201967,drainage,Moderately Well Drained,25.96,2
201967,drainage,Imperfectly Drained,137.26,3
201967,drainage,Poorly Drained,7348,4
201967,drainage,Very Poorly Drained,130.22,5
201967,reaction,Extremely Acidic,752.42,1
201967,reaction,Strongly Acidic,7005.44,2
201967,moisture,Low,5729.71,1
201967,moisture,Medium,1897.93,2
201967,moisture,Very High,130.22,4
201967,salinity,Non Saline,7757.86,1
201967,recession,Very Early,279.64,1
201967,recession,Early,5284.56,2
201967,recession,Normal,1963.3,3
201967,recession,Late,100.14,4
201967,recession,Very Late,130.22,5
201967,relief,Level,7615.48,
201967,relief,Slightly Undulating,25.96,
201967,relief,Sloppy,116.41,
201909,landtype,High Land,677.73,
201909,landtype,Medium High Land-1,5048.16,
201909,landtype,Medium High Land-2,12359.78,
201909,landtype,Medium Low Land,1520.21,
201909,texture,Loam,13012.65,3
201909,texture,Clay Loam,6028.06,4
201909,texture,Clay,565.18,5
201909,consistency,Friable,18988.23,2
201909,consistency,Firm,617.65,3
201909,drainage,Imperfectly Drained,677.73,3
201909,drainage,Poorly Drained,18928.15,4
201909,reaction,Extremely Acidic,1366.07,1
201909,reaction,Strongly Acidic,18239.81,2
201909,moisture,Low,829.71,1
201909,moisture,Medium,5818.11,2
201909,moisture,High,12958.06,3
201909,salinity,Non Saline,19605.88,1
201909,recession,Very Early,677.73,1
201909,recession,Early,12476.25,2
201909,recession,Normal,5834.25,3
201909,recession,Late,617.65,4
201909,relief,Level,19605.88,
201918,landtype,High Land,1083.69,
201918,landtype,Medium High Land-1,2607.57,
201918,landtype,Medium High Land-2,8980.64,
201918,landtype,Medium Low Land,1343.31,
201918,texture,Sandy Loam ,378.15,2
201918,texture,Loam,5723.26,3
201918,texture,Clay Loam,4874,4
201918,texture,Clay,3039.8,5
201918,consistency,Friable,7391.11,2
201918,consistency,Firm,6624.1,3
201918,drainage,Moderately Well Drained,119.91,2
201918,drainage,Imperfectly Drained,963.79,3
201918,drainage,Poorly Drained,12931.51,4
201918,reaction,Strongly Acidic,8522.76,2
201918,reaction,Moderately Acidic,5492.45,3
201918,moisture,Low,3537.86,1
201918,moisture,Medium,4754.09,2
201918,moisture,High,5723.26,3
201918,salinity,Non Saline,14015.21,1
201918,recession,Very Early,1083.69,1
201918,recession,Early,11477.93,2
201918,recession,Normal,1453.58,3
201918,relief,Level,13895.3,
201918,relief,Slightly Undulating,119.91,
201927,landtype,High Land,778.5,
201927,landtype,Medium High Land-1,2687.1,
201927,landtype,Medium High Land-2,5923.51,
201927,landtype,Medium Low Land,6388.51,
201927,landtype,Low land,490.4,
201927,texture,Loam,9457.36,3
201927,texture,Clay Loam,6415.82,4
201927,texture,Clay,394.83,5
201927,consistency,Friable,9457.36,2
201927,consistency,Firm,6810.65,3
201927,drainage,Imperfectly Drained,778.5,3
201927,drainage,Poorly Drained,15489.51,4
201927,reaction,Strongly Acidic,16241.68,2
201927,reaction,Moderately Acidic,26.32,3
201927,moisture,Low,394.83,1
201927,moisture,Medium,6415.82,2
201927,moisture,High,9457.36,3
201927,salinity,Non Saline,16268.01,1
201927,recession,Very Early,778.5,1
201927,recession,Early,8610.6,2
201927,recession,Normal,6388.51,3
201927,recession,Late,490.4,4
201927,relief,Level,15601.48,
201927,relief,Slightly Undulating,666.52,
201915,landtype,High Land,129.7,
201915,landtype,Medium High Land-1,1025.91,
201915,landtype,Medium High Land-2,3451.09,
201915,landtype,Medium Low Land,5860.76,
201915,landtype,Low land,746.01,
201915,texture,Sandy Loam ,70.62,2
201915,texture,Loam,5634.46,3
201915,texture,Clay Loam,3350.75,4
201915,texture,Clay,2157.65,5
201915,consistency,Friable,5851.89,2
201915,consistency,Firm,5361.58,3
201915,drainage,Well Drained,73.89,1
201915,drainage,Imperfectly Drained,55.81,3
201915,drainage,Poorly Drained,11083.78,4
201915,reaction,Extremely Acidic,73.89,1
201915,reaction,Strongly Acidic,1745.9,2
201915,reaction,Moderately Acidic,9212.42,3
201915,reaction,Neutral,181.27,4
201915,moisture,Low,2363.77,1
201915,moisture,Medium,3323.58,2
201915,moisture,High,5526.12,3
201915,salinity,Non Saline,11213.48,1
201915,recession,Very Early,129.7,1
201915,recession,Early,4033.06,2
201915,recession,Normal,6304.7,3
201915,recession,Late,746.01,4
201915,relief,Level,11213.48,
201931,landtype,High Land,1341.62,
201931,landtype,Medium High Land-1,4721.53,
201931,landtype,Medium High Land-2,9158.59,
201931,landtype,Medium Low Land,1882.07,
201931,texture,Sandy Loam ,551.19,2
201931,texture,Loam,5328.13,3
201931,texture,Clay Loam,6900.07,4
201931,texture,Clay,4324.43,5
201931,consistency,Friable,5879.32,2
201931,consistency,Firm,11224.49,3
201931,drainage,Moderately Well Drained,153.93,2
201931,drainage,Imperfectly Drained,1187.69,3
201931,drainage,Poorly Drained,15762.2,4
201931,reaction,Strongly Acidic,7599.78,2
201931,reaction,Moderately Acidic,9504.04,3
201931,moisture,Low,4875.62,1
201931,moisture,Medium,6900.07,2
201931,moisture,High,5328.13,3
201931,salinity,Non Saline,17103.81,1
201931,recession,Very Early,1341.62,1
201931,recession,Early,13880.13,2
201931,recession,Normal,1195.68,3
201931,recession,Late,686.39,4
201931,relief,Level,16949.89,
201931,relief,Moderately Undulating,153.93,
201972,landtype,High Land,520.13,
201972,landtype,Medium High Land-1,3730.09,
201972,landtype,Medium High Land-2,743.33,
201972,landtype,Medium Low Land,5106.45,
201972,landtype,Low land,523.9,
201972,texture,Loam,4341.01,3
201972,texture,Clay Loam,6282.89,4
201972,consistency,Friable,6761.71,2
201972,consistency,Firm,3862.19,3
201972,drainage,Poorly Drained,10623.9,4
201972,reaction,Strongly Acidic,10278.38,2
201972,reaction,Moderately Acidic,345.52,3
201972,moisture,Low,5159.48,1
201972,moisture,Medium,5464.42,2
201972,salinity,Non Saline,10623.9,1
201972,recession,Very Early,520.13,1
201972,recession,Early,3576.15,2
201972,recession,Normal,897.27,3
201972,recession,Late,5630.35,4
201972,relief,Level,10623.9,
201936,landtype,Medium High Land-1,869.04,
201936,landtype,Medium High Land-2,449.48,
201936,landtype,Medium Low Land,11006.55,
201936,landtype,Low land,5599.88,
201936,texture,Sandy Loam ,1001.42,2
201936,texture,Loam,4396.09,3
201936,texture,Clay Loam,9131.31,4
201936,texture,Clay,3396.12,5
201936,consistency,Friable,5397.51,2
201936,consistency,Firm,12527.44,3
201936,drainage,Poorly Drained,17924.95,4
201936,reaction,Extremely Acidic,363.27,1
201936,reaction,Strongly Acidic,16823.16,2
201936,reaction,Moderately Acidic,738.52,3
201936,moisture,Low,4032.84,1
201936,moisture,Medium,9131.31,2
201936,moisture,High,4760.8,3
201936,salinity,Non Saline,17924.95,1
201936,recession,Early,1318.52,2
201936,recession,Normal,11006.55,3
201936,recession,Late,5599.88,4
201936,relief,Level,17924.95,
201940,landtype,High Land,1438.49,
201940,landtype,Medium High Land-1,2692.72,
201940,landtype,Medium High Land-2,7283.98,
201940,landtype,Medium Low Land,9535.17,
201940,landtype,Low land,629.41,
201940,texture,Loam,18060.28,3
201940,texture,Clay Loam,3519.48,4
201940,consistency,Friable,18060.28,2
201940,consistency,Firm,3519.48,3
201940,drainage,Imperfectly Drained,1438.49,3
201940,drainage,Poorly Drained,20141.27,4
201940,reaction,Moderately Acidic,9074.94,3
201940,reaction,Neutral,12504.82,4
201940,moisture,Low,3519.48,1
201940,moisture,Medium,5056.82,2
201940,moisture,High,9848.45,3
201940,moisture,Very High,3155.01,4
201940,salinity,Non Saline,21579.76,1
201940,recession,Very Early,1438.49,1
201940,recession,Early,9976.7,2
201940,recession,Normal,6682.89,3
201940,recession,Late,3481.68,4
201940,relief,Level,21579.76,
201954,landtype,Medium High Land-1,47.09,
201954,landtype,Medium High Land-2,53.15,
201954,landtype,Medium Low Land,2568.74,
201954,landtype,Low land,6972.33,
201954,landtype,Very Low land,527.71,
201954,texture,Sand,79.07,1
201954,texture,Sandy Loam ,442,2
201954,texture,Loam,4514.72,3
201954,texture,Clay Loam,4049.87,4
201954,texture,Clay,1083.37,5
201954,consistency,Loose,79.07,1
201954,consistency,Friable,4956.72,2
201954,consistency,Firm,5133.23,3
201954,drainage,Poorly Drained,10169.02,4
201954,reaction,Extremely Acidic,47.01,1
201954,reaction,Strongly Acidic,6700.82,2
201954,reaction,Moderately Acidic,3421.19,3
201954,moisture,Low,1604.44,1
201954,moisture,Medium,8564.58,2
201954,salinity,Non Saline,10169.02,1
201954,recession,Early,2637.41,2
201954,recession,Normal,6334.05,3
201954,recession,Late,1197.56,4
201954,relief,Level,10169.02,
201974,landtype,Medium High Land-1,735.67,
201974,landtype,Medium High Land-2,195.44,
201974,landtype,Medium Low Land,9680,
201974,landtype,Low land,807.61,
201974,texture,Loam,928.91,3
201974,texture,Clay Loam,7496.56,4
201974,texture,Clay,2993.25,5
201974,consistency,Friable,1398.55,2
201974,consistency,Firm,10020.17,3
201974,drainage,Poorly Drained,11418.72,4
201974,reaction,Strongly Acidic,467.02,2
201974,reaction,Moderately Acidic,10951.7,3
201974,moisture,Low,6729.68,1
201974,moisture,Medium,3760.14,2
201974,moisture,High,928.91,3
201974,salinity,Non Saline,11418.72,1
201974,recession,Early,464.09,2
201974,recession,Normal,467.02,3
201974,recession,Late,10487.61,4
201974,relief,Level,11418.72,
201973,landtype,High Land,299.43,
201973,landtype,Medium High Land-1,4914.29,
201973,landtype,Medium High Land-2,1504.05,
201973,landtype,Medium Low Land,302.5,
201973,texture,Loam,299.43,3
201973,texture,Clay Loam,6418.33,4
201973,texture,Clay,302.5,5
201973,consistency,Friable,299.43,2
201973,consistency,Firm,6720.83,3
201973,drainage,Imperfectly Drained,299.43,3
201973,drainage,Poorly Drained,6720.83,4
201973,reaction,Strongly Acidic,7020.25,2
201973,moisture,Low,302.5,1
201973,moisture,Medium,6418.33,2
201973,moisture,High,299.43,3
201973,salinity,Non Saline,7020.25,1
201973,recession,Very Early,299.43,1
201973,recession,Normal,6418.33,3
201973,recession,Late,302.5,4
201973,relief,Level,7020.25,
201975,landtype,Medium Low Land,3404.33,
201975,landtype,Low land,2905.35,
201975,texture,Sand,181.59,1
201975,texture,Sandy Loam ,790.44,2
201975,texture,Loam,2621.52,3
201975,texture,Clay Loam,2337.41,4
201975,texture,Clay,378.72,5
201975,consistency,Loose,181.59,1
201975,consistency,Friable,3154.75,2
201975,consistency,Firm,2973.33,3
201975,drainage,Poorly Drained,6309.67,4
201975,reaction,Strongly Acidic,6309.67,2
201975,moisture,Low,1679.8,1
201975,moisture,Medium,2931.38,2
201975,moisture,High,1698.49,3
201975,salinity,Non Saline,6309.67,1
201975,recession,Early,3404.33,2
201975,recession,Normal,1068.81,3
201975,recession,Late,1836.54,4
201975,relief,Level,6309.67,
201987,landtype,High Land,535.11,
201987,landtype,Medium High Land-1,5242.4,
201987,landtype,Medium High Land-2,10177.11,
201987,landtype,Medium Low Land,3410.18,
201987,landtype,Low land,1053.94,
201987,texture,Loam,19148.56,3
201987,texture,Clay Loam,815.4,4
201987,texture,Clay,454.79,5
201987,consistency,Friable,19148.56,2
201987,consistency,Firm,1270.19,3
201987,drainage,Imperfectly Drained,1127.29,3
201987,drainage,Poorly Drained,19291.46,4
201987,reaction,Strongly Acidic,4334.5,2
201987,reaction,Moderately Acidic,16084.25,3
201987,moisture,Low,1270.19,1
201987,moisture,Medium,5601.38,2
201987,moisture,High,13547.18,3
201987,salinity,Non Saline,20418.75,1
201987,recession,Very Early,535.11,1
201987,recession,Early,12025.72,2
201987,recession,Normal,6284.74,3
201987,recession,Late,1573.18,4
201987,relief,Level,20418.75,
201933,landtype,High Land,2954.82,
201933,landtype,Medium High Land-1,6883.99,
201933,landtype,Medium Low Land,2614.48,
201933,landtype,Low land,361.55,
201933,texture,Sandy Loam ,828.61,2
201933,texture,Loam,1555.87,3
201933,texture,Clay Loam,10390.36,4
201933,texture,Clay,40.01,5
201933,consistency,Friable,6330.7,2
201933,consistency,Firm,6484.15,3
201933,drainage,Well Drained,1633.71,1
201933,drainage,Moderately Well Drained,275.08,2
201933,drainage,Imperfectly Drained,1046.04,3
201933,drainage,Poorly Drained,9860.03,4
201933,reaction,Extremely Acidic,685.1,1
201933,reaction,Strongly Acidic,12129.75,2
201933,moisture,Low,8896.2,1
201933,moisture,Medium,3595.18,2
201933,moisture,High,323.47,3
201933,salinity,Non Saline,12814.85,1
201933,recession,Very Early,2954.82,1
201933,recession,Early,6815.65,2
201933,recession,Normal,2682.82,3
201933,recession,Late,361.55,4
201933,relief,Level,10906.06,
201933,relief,Slightly Undulating,692.88,
201933,relief,Moderately Undulating,162.26,
201933,relief,Sloppy,1053.65,
203014,landtype,High Land,713.54,
203014,landtype,Medium High Land-1,465.69,
203014,landtype,Medium High Land-2,7133.53,
203014,landtype,Medium Low Land,2489.87,
203014,texture,Sandy Loam ,302.71,2
203014,texture,Loam,3146.89,3
203014,texture,Clay Loam,6690.57,4
203014,texture,Clay,662.47,5
203014,consistency,Friable,3528.81,2
203014,consistency,Firm,7273.82,3
203014,drainage,Well Drained,104.06,1
203014,drainage,Imperfectly Drained,609.49,3
203014,drainage,Poorly Drained,10089.09,4
203014,reaction,Strongly Acidic,9598.6,2
203014,reaction,Moderately Acidic,1204.03,3
203014,moisture,Low,2116.4,1
203014,moisture,Medium,5564.18,2
203014,moisture,High,3122.05,3
203014,salinity,Non Saline,10802.63,1
203014,recession,Very Early,713.54,1
203014,recession,Early,6944.92,2
203014,recession,Normal,2603.97,3
203014,recession,Late,540.2,4
203014,relief,Level,10698.58,
203014,relief,Moderately Undulating,24.84,
203014,relief,Undulating,79.21,
203025,landtype,Medium High Land-1,2026.49,
203025,landtype,Medium High Land-2,8461.98,
203025,landtype,Medium Low Land,386.79,
203025,texture,Loam,7531.68,3
203025,texture,Clay Loam,2956.78,4
203025,texture,Clay,386.79,5
203025,consistency,Friable,7531.68,2
203025,consistency,Firm,3343.58,3
203025,drainage,Poorly Drained,10875.26,4
203025,reaction,Extremely Acidic,1394.86,1
203025,reaction,Strongly Acidic,9480.4,2
203025,moisture,Low,386.79,1
203025,moisture,Medium,3119.46,2
203025,moisture,High,7369,3
203025,salinity,Non Saline,10875.26,1
203025,recession,Normal,10488.47,3
203025,recession,Late,386.79,4
203025,relief,Level,10875.26,
203041,landtype,High Land,691.41,
203041,landtype,Medium High Land-1,383.59,
203041,landtype,Medium High Land-2,5580.11,
203041,texture,Sandy Loam ,81.17,2
203041,texture,Loam,4443.52,3
203041,texture,Clay Loam,1058.94,4
203041,texture,Clay,1071.49,5
203041,consistency,Friable,4524.69,2
203041,consistency,Firm,2130.43,3
203041,drainage,Well Drained,23.65,1
203041,drainage,Moderately Well Drained,124.3,2
203041,drainage,Imperfectly Drained,543.46,3
203041,drainage,Poorly Drained,5963.7,4
203041,reaction,Extremely Acidic,541.79,1
203041,reaction,Strongly Acidic,6113.32,2
203041,moisture,Low,1276.96,1
203041,moisture,Medium,5378.15,2
203041,salinity,Non Saline,6655.11,1
203041,recession,Very Early,492.39,1
203041,recession,Early,388.8,2
203041,recession,Normal,4702.43,3
203041,recession,Late,1071.49,4
203041,relief,Level,6507.16,
203041,relief,Undulating,147.95,
201994,landtype,Medium High Land-1,240.78,
201994,landtype,Medium High Land-2,54.91,
201994,landtype,Medium Low Land,6995.64,
201994,landtype,Low land,416.61,
201994,texture,Sandy Loam ,222.49,2
201994,texture,Loam,1478.11,3
201994,texture,Clay Loam,5742.96,4
201994,texture,Clay,264.38,5
201994,consistency,Friable,1700.6,2
201994,consistency,Firm,6007.34,3
201994,drainage,Poorly Drained,7707.94,4
201994,reaction,Strongly Acidic,1999.17,2
201994,reaction,Moderately Acidic,5367.23,3
201994,reaction,Neutral,341.55,4
201994,moisture,Low,486.87,1
201994,moisture,Medium,5610.42,2
201994,moisture,High,1610.65,3
201994,salinity,Non Saline,7707.94,1
201994,recession,Early,295.69,2
201994,recession,Normal,6995.64,3
201994,recession,Late,416.61,4
201994,relief,Level,7707.94,
203029,landtype,High Land,778.74,
203029,landtype,Medium High Land-1,2873.17,
203029,landtype,Medium High Land-2,12952.93,
203029,landtype,Medium Low Land,17.16,
203029,texture,Loam,9258.44,3
203029,texture,Clay Loam,6831.85,4
203029,texture,Clay,531.71,5
203029,consistency,Friable,9258.44,2
203029,consistency,Firm,7363.56,3
203029,drainage,Well Drained,320.78,1
203029,drainage,Imperfectly Drained,457.96,3
203029,drainage,Poorly Drained,15843.27,4
203029,reaction,Strongly Acidic,16067.65,2
203029,reaction,Moderately Acidic,554.35,3
203029,moisture,Low,531.71,1
203029,moisture,Medium,7206.41,2
203029,moisture,High,8883.89,3
203029,salinity,Non Saline,16622,1
203029,recession,Very Early,778.74,1
203029,recession,Early,551.81,2
203029,recession,Normal,15274.29,3
203029,recession,Very Late,17.16,5
203029,relief,Level,16301.23,
203029,relief,Slightly Undulating,320.78,
203051,landtype,High Land,1899.58,
203051,landtype,Medium High Land-1,1109.15,
203051,landtype,Medium High Land-2,5495.89,
203051,texture,Sandy Loam ,308.85,2
203051,texture,Loam,1761.32,3
203051,texture,Clay Loam,5168.5,4
203051,texture,Clay,1265.94,5
203051,consistency,Friable,2736.63,2
203051,consistency,Firm,5767.99,3
203051,drainage,Well Drained,815.62,1
203051,drainage,Imperfectly Drained,1083.96,3
203051,drainage,Poorly Drained,6605.04,4
203051,reaction,Strongly Acidic,8504.61,2
203051,moisture,Low,2422.34,1
203051,moisture,Medium,6082.28,2
203051,salinity,Non Saline,8504.61,1
203051,recession,Very Early,1899.58,1
203051,recession,Early,131.19,2
203051,recession,Normal,5175.98,3
203051,recession,Late,1297.86,4
203051,relief,Level,6122.87,
203051,relief,Slightly Undulating,1566.12,
203051,relief,Moderately Undulating,815.62,
203094,landtype,Medium High Land-1,3139.67,
203094,landtype,Medium High Land-2,13722.54,
203094,texture,Loam,12072.2,3
203094,texture,Clay Loam,4790.01,4
203094,consistency,Friable,12072.2,2
203094,consistency,Firm,4790.01,3
203094,drainage,Poorly Drained,16862.21,4
203094,reaction,Neutral,11794.51,4
203094,reaction,Moderately Alkaline,5067.71,5
203094,moisture,Medium,4876.25,2
203094,moisture,High,11985.96,3
203094,salinity,Non Saline,4592.54,1
203094,salinity,Slightly Saline,11607.91,3
203094,salinity,Moderately Saline,661.75,4
203094,recession,Normal,16862.21,3
203094,relief,Level,16862.21,
204647,landtype,High Land,17745.84,
204647,landtype,Medium High Land-1,624.46,
204647,landtype,Medium High Land-2,642.22,
204647,landtype,Medium Low Land,282.1,
204647,texture,Sandy Loam ,5811.52,2
204647,texture,Loam,11993.32,3
204647,texture,Clay Loam,1489.79,4
204647,consistency,Friable,18245.9,2
204647,consistency,Firm,1048.72,3
204647,drainage,Well Drained,17287.19,1
204647,drainage,Moderately Well Drained,379.71,2
204647,drainage,Imperfectly Drained,78.95,3
204647,drainage,Poorly Drained,1548.79,4
204647,reaction,Strongly Acidic,19294.63,2
204647,moisture,Low,16485.23,1
204647,moisture,Medium,2809.4,2
204647,salinity,Non Saline,19294.63,1
204647,recession,Very Early,17666.89,1
204647,recession,Early,795.74,2
204647,recession,Late,832,4
204647,relief,Level,1627.73,
204647,relief,Moderately Undulating,2009.74,
204647,relief,Undulating,5372.55,
204647,relief,Sloppy,10284.6,
204643,landtype,High Land,75200.94,
204643,landtype,Medium High Land-1,4248.06,
204643,landtype,Medium High Land-2,4311.01,
204643,texture,Sandy Loam ,17099.52,2
204643,texture,Loam,64481.56,3
204643,texture,Clay Loam,2178.93,4
204643,consistency,Friable,81581.08,2
204643,consistency,Firm,2178.93,3
204643,drainage,Well Drained,74575.37,1
204643,drainage,Moderately Well Drained,124.83,2
204643,drainage,Imperfectly Drained,500.74,3
204643,drainage,Poorly Drained,8559.07,4
204643,reaction,Strongly Acidic,73102.85,2
204643,reaction,Moderately Acidic,10657.16,3
204643,moisture,Low,74575.37,1
204643,moisture,Medium,9184.64,2
204643,salinity,Non Saline,83760.01,1
204643,recession,Very Early,75200.94,1
204643,recession,Early,4794.55,2
204643,recession,Normal,2196.96,3
204643,recession,Late,1567.56,4
204643,relief,Level,9184.64,
204643,relief,Undulating,4300.42,
204643,relief,Sloppy,70274.95,
204649,landtype,High Land,21271.89,
204649,landtype,Medium High Land-1,930.38,
204649,landtype,Medium High Land-2,927.13,
204649,texture,Sandy Loam ,9591.75,2
204649,texture,Loam,3089.21,3
204649,texture,Clay Loam,10448.44,4
204649,consistency,Friable,21943.58,2
204649,consistency,Firm,1185.82,3
204649,drainage,Well Drained,14438.01,1
204649,drainage,Moderately Well Drained,5416.54,2
204649,drainage,Imperfectly Drained,1417.35,3
204649,drainage,Poorly Drained,1857.51,4
204649,reaction,Extremely Acidic,1286.9,1
204649,reaction,Strongly Acidic,19491.43,2
204649,reaction,Moderately Acidic,2351.08,3
204649,moisture,Low,21915.83,1
204649,moisture,High,1213.58,3
204649,salinity,Non Saline,23129.4,1
204649,recession,Very Early,20828.71,1
204649,recession,Early,1857.51,2
204649,recession,Very Late,443.19,5
204649,relief,Level,3274.86,
204649,relief,Undulating,1998.85,
204649,relief,Sloppy,17855.69,
204661,landtype,High Land,19086.46,
204661,landtype,Medium High Land-1,120.32,
204661,landtype,Medium High Land-2,131.43,
204661,texture,Sandy Loam ,4773.35,2
204661,texture,Loam,14234.48,3
204661,texture,Clay Loam,330.37,4
204661,consistency,Friable,19007.83,2
204661,consistency,Firm,330.37,3
204661,drainage,Well Drained,18277.96,1
204661,drainage,Imperfectly Drained,808.5,3
204661,drainage,Poorly Drained,251.74,4
204661,reaction,Strongly Acidic,14197.21,2
204661,reaction,Moderately Acidic,5140.99,3
204661,moisture,Low,18751.82,1
204661,moisture,Medium,586.38,2
204661,salinity,Non Saline,19338.2,1
204661,recession,Very Early,19086.46,1
204661,recession,Normal,251.74,3
204661,relief,Level,1060.24,
204661,relief,Undulating,3053.81,
204661,relief,Sloppy,15224.15,
204665,landtype,High Land,17774.73,
204665,landtype,Medium High Land-1,1593.56,
204665,landtype,Medium High Land-2,1603.78,
204665,landtype,Medium Low Land,590.54,
204665,texture,Sandy Loam ,5439.81,2
204665,texture,Loam,3758.81,3
204665,texture,Clay Loam,11773.45,4
204665,texture,Clay,590.54,5
204665,consistency,Friable,16025.24,2
204665,consistency,Firm,5537.37,3
204665,drainage,Well Drained,17280.05,1
204665,drainage,Imperfectly Drained,494.68,3
204665,drainage,Poorly Drained,3787.87,4
204665,reaction,Strongly Acidic,14777.87,2
204665,reaction,Moderately Acidic,6784.74,3
204665,moisture,Low,15594.06,1
204665,moisture,Medium,5968.54,2
204665,salinity,Non Saline,21562.61,1
204665,recession,Very Early,17774.73,1
204665,recession,Early,3197.34,2
204665,recession,Late,590.54,4
204665,relief,Level,3787.87,
204665,relief,Moderately Undulating,2258.32,
204665,relief,Undulating,2369.55,
204665,relief,Sloppy,13146.86,
204667,landtype,High Land,15002.16,
204667,landtype,Medium High Land-1,1407.54,
204667,landtype,Medium High Land-2,1492.83,
204667,texture,Sandy Loam ,10787.34,2
204667,texture,Loam,6440.78,3
204667,texture,Clay Loam,57.53,4
204667,texture,Clay,616.88,5
204667,consistency,Friable,17228.12,2
204667,consistency,Firm,674.41,3
204667,drainage,Well Drained,13774.48,1
204667,drainage,Imperfectly Drained,1227.68,3
204667,drainage,Poorly Drained,2900.37,4
204667,reaction,Strongly Acidic,10338.15,2
204667,reaction,Moderately Acidic,7564.38,3
204667,moisture,Low,14792.5,1
204667,moisture,Medium,3110.03,2
204667,salinity,Non Saline,17902.53,1
204667,recession,Very Early,15002.16,1
204667,recession,Early,2283.49,2
204667,recession,Normal,616.88,3
204667,relief,Level,4128.05,
204667,relief,Slightly Undulating,375.55,
204667,relief,Moderately Undulating,6698.21,
204667,relief,Undulating,5825.75,
204667,relief,Sloppy,874.97,
204670,landtype,High Land,36285.44,
204670,landtype,Medium High Land-1,2432.53,
204670,landtype,Medium High Land-2,2447.38,
204670,texture,Sandy Loam ,6185.77,2
204670,texture,Loam,4936.94,3
204670,texture,Clay Loam,26489.54,4
204670,texture,Clay,3553.11,5
204670,consistency,Friable,35320.62,2
204670,consistency,Firm,5844.73,3
204670,drainage,Well Drained,32129.08,1
204670,drainage,Imperfectly Drained,1280.04,3
204670,drainage,Poorly Drained,7756.23,4
204670,reaction,Strongly Acidic,37293.49,2
204670,reaction,Moderately Acidic,3871.86,3
204670,moisture,Low,38873.73,1
204670,moisture,Medium,2291.62,2
204670,salinity,Non Saline,41165.35,1
204670,recession,Very Early,36285.44,1
204670,recession,Normal,4879.91,3
204670,relief,Level,6159.95,
204670,relief,Moderately Undulating,1285.47,
204670,relief,Undulating,3392.09,
204670,relief,Sloppy,30327.84,
204677,landtype,High Land,29682.35,
204677,landtype,Medium High Land-1,810.78,
204677,landtype,Medium High Land-2,912.52,
204677,texture,Sandy Loam ,10840.12,2
204677,texture,Loam,449.9,3
