upazila_code,type,category,area,ord
558558,consistency,Friable,35261.92,2
558558,consistency,Firm,7227.17,3
558558,drainage,Moderately Well Drained,6326.64,2
558558,drainage,Imperfectly Drained,12985.8,3
558558,drainage,Poorly Drained,23260.32,4
558558,reaction,Strongly Acidic,18014.75,2
558558,reaction,Moderately Acidic,24558.02,3
558558,moisture,Low,12156.13,1
558558,moisture,Medium,3149.36,2
558558,moisture,High,27267.27,3
558558,salinity,Non Saline,42572.76,1
558558,recession,Very Early,19312.45,1
558558,recession,Early,19484.8,2
558558,recession,Normal,2732.81,3
558558,recession,Late,1042.71,4
558558,relief,Level,42572.76,
558549,landtype,High Land,4492.74,
558549,landtype,Medium High Land-1,860.83,
558549,landtype,Medium High Land-2,4846.85,
558549,landtype,Medium Low Land,452.83,
558549,texture,Sandy Loam ,156.73,2
558549,texture,Loam,9582.04,3
558549,texture,Clay Loam,914.49,4
558549,consistency,Friable,9738.77,2
558549,consistency,Firm,914.49,3
558549,drainage,Moderately Well Drained,1383.18,2
558549,drainage,Imperfectly Drained,3109.57,3
558549,drainage,Poorly Drained,6160.52,4
558549,reaction,Strongly Acidic,10653.26,2
558549,moisture,Low,1178.76,1
558549,moisture,Medium,2446.59,2
558549,moisture,High,7027.92,3
558549,salinity,Non Saline,10653.26,1
558549,recession,Very Early,4492.74,1
558549,recession,Early,4144.41,2
558549,recession,Normal,1563.28,3
558549,recession,Late,452.83,4
558549,relief,Level,10653.26,
558576,landtype,High Land,14007.06,
558576,landtype,Medium High Land-1,5414.78,
558576,landtype,Medium High Land-2,16995.38,
558576,landtype,Medium Low Land,986.07,
558576,texture,Loam,18922.53,3
558576,texture,Clay Loam,18023.68,4
558576,texture,Clay,457.09,5
558576,consistency,Friable,24462.27,2
558576,consistency,Firm,12941.03,3
558576,drainage,Moderately Well Drained,7246.15,2
558576,drainage,Imperfectly Drained,6760.92,3
558576,drainage,Poorly Drained,23396.24,4
558576,reaction,Extremely Acidic,3420.03,1
558576,reaction,Strongly Acidic,33983.27,2
558576,moisture,Low,19255.5,1
558576,moisture,Medium,6376.17,2
558576,moisture,High,11771.63,3
558576,salinity,Non Saline,37403.3,1
558576,recession,Very Early,14007.06,1
558576,recession,Early,18933.9,2
558576,recession,Normal,3476.27,3
558576,recession,Late,986.07,4
558576,relief,Level,29729.96,
558576,relief,Slightly Undulating,7673.34,
559408,landtype,High Land,13968.75,
559408,landtype,Medium High Land-1,2856.69,
559408,landtype,Medium High Land-2,7807.6,
559408,landtype,Medium Low Land,327.11,
559408,texture,Sandy Loam ,1506.65,2
559408,texture,Loam,22727.72,3
559408,texture,Clay Loam,725.79,4
559408,consistency,Friable,24234.37,2
559408,consistency,Firm,725.79,3
559408,drainage,Moderately Well Drained,1449.77,2
559408,drainage,Imperfectly Drained,12518.98,3
559408,drainage,Poorly Drained,10991.41,4
559408,reaction,Extremely Acidic,239.98,1
559408,reaction,Strongly Acidic,24720.18,2
559408,moisture,Low,2232.44,1
559408,moisture,Medium,5182.07,2
559408,moisture,High,17545.65,3
559408,salinity,Non Saline,24960.16,1
559408,recession,Very Early,13968.75,1
559408,recession,Early,10664.29,2
559408,recession,Normal,327.11,3
559408,relief,Level,24960.16,
559451,landtype,High Land,10232.3,
559451,landtype,Medium High Land-1,1638.95,
559451,landtype,Medium High Land-2,6685.79,
559451,landtype,Medium Low Land,507.31,
559451,texture,Sandy Loam ,793.81,2
559451,texture,Loam,17454.18,3
559451,texture,Clay Loam,816.36,4
559451,consistency,Friable,18247.98,2
559451,consistency,Firm,816.36,3
559451,drainage,Moderately Well Drained,952.05,2
559451,drainage,Imperfectly Drained,9280.24,3
559451,drainage,Poorly Drained,8832.05,4
559451,reaction,Strongly Acidic,19064.35,2
559451,moisture,Low,1610.17,1
559451,moisture,Medium,10332.55,2
559451,moisture,High,7121.63,3
559451,salinity,Non Saline,19064.35,1
559451,recession,Very Early,10232.3,1
559451,recession,Early,8324.74,2
559451,recession,Normal,507.31,3
559451,relief,Level,18240.11,
559451,relief,Slightly Undulating,824.24,
559486,landtype,High Land,16070.59,
559486,landtype,Medium High Land-1,1748.37,
559486,landtype,Medium High Land-2,8096.58,
559486,landtype,Medium Low Land,934.64,
559486,texture,Sandy Loam ,2011.02,2
559486,texture,Loam,22859.52,3
559486,texture,Clay Loam,1979.63,4
559486,consistency,Friable,25444.78,2
559486,consistency,Firm,1405.4,3
559486,drainage,Moderately Well Drained,5731.43,2
559486,drainage,Imperfectly Drained,10339.15,3
559486,drainage,Poorly Drained,10779.59,4
559486,reaction,Extremely Acidic,22316.39,1
559486,reaction,Strongly Acidic,4533.78,2
559486,moisture,Low,3105.08,1
559486,moisture,Medium,15975.91,2
559486,moisture,High,7769.18,3
559486,salinity,Non Saline,26850.17,1
559486,recession,Very Early,16070.59,1
559486,recession,Early,8677.83,2
559486,recession,Normal,1863.49,3
559486,recession,Late,238.27,4
559486,relief,Level,26850.17,
559482,landtype,High Land,18132.05,
559482,landtype,Medium High Land-1,1556.19,
559482,landtype,Medium High Land-2,9667.75,
559482,landtype,Medium Low Land,706.1,
559482,texture,Sandy Loam ,874.22,2
559482,texture,Loam,19194.75,3
559482,texture,Clay Loam,9701.56,4
559482,texture,Clay,291.56,5
559482,consistency,Friable,20299.31,2
559482,consistency,Firm,9762.78,3
559482,drainage,Moderately Well Drained,5773.56,2
559482,drainage,Imperfectly Drained,12358.5,3
559482,drainage,Poorly Drained,11930.03,4
559482,reaction,Strongly Acidic,29369.95,2
559482,reaction,Moderately Acidic,692.14,3
559482,moisture,Low,2181.8,1
559482,moisture,Medium,15215,2
559482,moisture,High,12665.29,3
559482,salinity,Non Saline,30062.09,1
559482,recession,Very Early,18132.05,1
559482,recession,Early,10476.08,2
559482,recession,Normal,747.86,3
559482,recession,Late,706.1,4
559482,relief,Level,30062.09,
603605,landtype,High Land,8701.96,
603605,landtype,Medium High Land-1,778.3,
603605,landtype,Medium High Land-2,2921.57,
603605,landtype,Medium Low Land,4300.84,
603605,landtype,Low land,4049.7,
603605,landtype,Very Low land,1371.4,
603605,texture,Loam,894.2,3
603605,texture,Clay Loam,19858.16,4
603605,texture,Clay,1371.4,5
603605,consistency,Friable,9013.96,2
603605,consistency,Firm,13109.81,3
603605,drainage,Well Drained,8255.03,1
603605,drainage,Imperfectly Drained,446.93,3
603605,drainage,Poorly Drained,12050.41,4
603605,drainage,Very Poorly Drained,1371.4,5
603605,reaction,Strongly Acidic,22123.76,2
603605,moisture,Low,15050.79,1
603605,moisture,Medium,5701.58,2
603605,moisture,Very High,1371.4,4
603605,salinity,Non Saline,22123.76,1
603605,recession,Very Early,8701.96,1
603605,recession,Early,5433.15,2
603605,recession,Normal,3583.39,3
603605,recession,Late,3033.87,4
603605,recession,Very Late,1371.4,5
603605,relief,Level,14004.01,
603605,relief,Undulating,811.68,
603605,relief,Sloppy,7308.07,
603611,landtype,Medium High Land-1,559.61,
603611,landtype,Medium High Land-2,1600.81,
603611,landtype,Medium Low Land,14316.77,
603611,landtype,Low land,23625.12,
603611,landtype,Very Low land,5921.24,
603611,texture,Loam,8362.35,3
603611,texture,Clay Loam,24763.32,4
603611,texture,Clay,12897.88,5
603611,consistency,Friable,9428.33,2
603611,consistency,Firm,36595.22,3
603611,drainage,Poorly Drained,41044.59,4
603611,drainage,Very Poorly Drained,4978.96,5
603611,reaction,Extremely Acidic,5453.02,1
603611,reaction,Strongly Acidic,40570.53,2
603611,moisture,Low,10471.59,1
603611,moisture,Medium,22210.65,2
603611,moisture,High,8362.35,3
603611,moisture,Very High,4978.96,4
603611,salinity,Non Saline,46023.55,1
603611,recession,Early,692.28,2
603611,recession,Normal,12140.24,3
603611,recession,Late,27269.78,4
603611,recession,Very Late,5921.24,5
603611,relief,Level,46023.55,
559494,landtype,High Land,38897.96,
559494,landtype,Medium High Land-1,4589.96,
559494,landtype,Medium High Land-2,17102.71,
559494,landtype,Medium Low Land,380.13,
559494,texture,Sandy Loam ,6595.23,2
559494,texture,Loam,44697.85,3
559494,texture,Clay Loam,9677.69,4
559494,consistency,Friable,51293.07,2
559494,consistency,Firm,9677.69,3
559494,drainage,Moderately Well Drained,9855.78,2
559494,drainage,Imperfectly Drained,29042.19,3
559494,drainage,Poorly Drained,22072.8,4
559494,reaction,Strongly Acidic,60450.8,2
559494,reaction,Moderately Acidic,519.96,3
559494,moisture,Low,14573.91,1
559494,moisture,Medium,14102.5,2
559494,moisture,High,32294.35,3
559494,salinity,Non Saline,60970.76,1
559494,recession,Very Early,38897.96,1
559494,recession,Early,3080.48,2
559494,recession,Normal,16792.42,3
559494,recession,Late,2128.91,4
559494,recession,Very Late,70.99,5
559494,relief,Level,49989.79,
559494,relief,Slightly Undulating,10980.97,
603602,landtype,Medium High Land-1,21.26,
603602,landtype,Medium High Land-2,64.11,
603602,landtype,Medium Low Land,5464.97,
603602,landtype,Low land,5764.05,
603602,landtype,Very Low land,5010.74,
603602,texture,Loam,2241.15,3
603602,texture,Clay Loam,7314.32,4
603602,texture,Clay,6769.66,5
603602,consistency,Friable,2241.15,2
603602,consistency,Firm,14083.98,3
603602,drainage,Poorly Drained,11520.49,4
603602,drainage,Very Poorly Drained,4804.64,5
603602,reaction,Strongly Acidic,16325.13,2
603602,moisture,Low,6769.66,1
603602,moisture,Medium,7804.54,2
603602,moisture,High,1750.93,3
603602,salinity,Non Saline,16325.13,1
603602,recession,Early,85.36,2
603602,recession,Normal,5464.97,3
603602,recession,Late,5970.15,4
603602,recession,Very Late,4804.64,5
603602,relief,Level,16325.13,
603626,landtype,High Land,25636.18,
603626,landtype,Medium High Land-1,3856.84,
603626,landtype,Medium High Land-2,13081.97,
603626,texture,Sandy Loam ,2767.43,2
603626,texture,Loam,2318.75,3
603626,texture,Clay Loam,37488.82,4
603626,consistency,Friable,24556.05,2
603626,consistency,Firm,18018.95,3
603626,drainage,Well Drained,21125.45,1
603626,drainage,Imperfectly Drained,4510.74,3
603626,drainage,Poorly Drained,16938.81,4
603626,reaction,Extremely Acidic,25642.47,1
603626,reaction,Strongly Acidic,16932.53,2
603626,moisture,Low,25146.09,1
603626,moisture,Medium,15110.16,2
603626,moisture,High,2318.75,3
603626,salinity,Non Saline,42575,1
603626,recession,Very Early,25636.18,1
603626,recession,Early,16938.81,2
603626,relief,Level,21449.55,
603626,relief,Undulating,21125.45,
603644,landtype,High Land,749.64,
603644,landtype,Medium High Land-1,866.6,
603644,landtype,Medium High Land-2,4441.18,
603644,landtype,Medium Low Land,5218.68,
603644,landtype,Low land,4148.56,
603644,landtype,Very Low land,653.69,
603644,texture,Sandy Loam ,899.13,2
603644,texture,Loam,1107.59,3
603644,texture,Clay Loam,13139.43,4
603644,texture,Clay,932.21,5
603644,consistency,Friable,7824.49,2
603644,consistency,Firm,8253.86,3
603644,drainage,Imperfectly Drained,749.64,3
603644,drainage,Poorly Drained,14675.02,4
603644,drainage,Very Poorly Drained,653.69,5
603644,reaction,Extremely Acidic,278.51,1
603644,reaction,Strongly Acidic,15799.84,2
603644,moisture,Low,2839.72,1
603644,moisture,Medium,11198.84,2
603644,moisture,High,1386.1,3
603644,moisture,Very High,653.69,4
603644,salinity,Non Saline,16078.36,1
603644,recession,Very Early,749.64,1
603644,recession,Early,5307.78,2
603644,recession,Normal,5218.68,3
603644,recession,Late,4148.56,4
603644,recession,Very Late,653.69,5
603644,relief,Level,16078.36,
603668,landtype,High Land,57.26,
603668,landtype,Medium High Land-1,385.78,
603668,landtype,Medium High Land-2,1557.06,
603668,landtype,Medium Low Land,5846.66,
603668,landtype,Low land,7209.85,
603668,landtype,Very Low land,929.87,
603668,texture,Loam,2586.9,3
603668,texture,Clay Loam,6688.82,4
603668,texture,Clay,6710.76,5
603668,consistency,Friable,2586.9,2
603668,consistency,Firm,13399.58,3
603668,drainage,Imperfectly Drained,57.26,3
603668,drainage,Poorly Drained,12893.78,4
603668,drainage,Very Poorly Drained,3035.45,5
603668,reaction,Strongly Acidic,15986.49,2
603668,moisture,Low,6885.41,1
603668,moisture,Medium,7258.3,2
603668,moisture,High,1842.78,3
603668,salinity,Non Saline,15986.49,1
603668,recession,Very Early,57.26,1
603668,recession,Early,904.51,2
603668,recession,Normal,6101.64,3
603668,recession,Late,6670.99,4
603668,recession,Very Late,2252.09,5
603668,relief,Level,15986.49,
603687,landtype,High Land,471.52,
603687,landtype,Medium High Land-1,396.89,
603687,landtype,Medium High Land-2,1517.76,
603687,landtype,Medium Low Land,1030.27,
603687,texture,Sandy Loam ,377.01,2
603687,texture,Loam,316.32,3
603687,texture,Clay Loam,2723.1,4
603687,consistency,Friable,693.33,2
603687,consistency,Firm,2723.1,3
603687,drainage,Imperfectly Drained,471.52,3
603687,drainage,Poorly Drained,2944.92,4
603687,reaction,Strongly Acidic,3248.45,2
603687,reaction,Moderately Acidic,167.99,3
603687,moisture,Low,1239.17,1
603687,moisture,Medium,1823.17,2
603687,moisture,High,354.09,3
603687,salinity,Non Saline,3344.29,1
603687,salinity,Very Slightly Saline,72.14,2
603687,recession,Very Early,471.52,1
603687,recession,Early,1914.64,2
603687,recession,Normal,1030.27,3
603687,relief,Level,3416.43,
603671,landtype,High Land,7887.81,
603671,landtype,Medium High Land-1,782.25,
603671,landtype,Medium High Land-2,6159.77,
603671,landtype,Medium Low Land,6093.66,
603671,landtype,Low land,1348.37,
603671,texture,Sandy Loam ,3792.42,2
603671,texture,Loam,9812.28,3
603671,texture,Clay Loam,7525.17,4
603671,texture,Clay,1141.98,5
603671,consistency,Friable,13604.71,2
603671,consistency,Firm,8667.15,3
603671,drainage,Well Drained,1963.14,1
603671,drainage,Imperfectly Drained,5924.67,3
603671,drainage,Poorly Drained,13242.07,4
603671,drainage,Very Poorly Drained,1141.98,5
603671,reaction,Extremely Acidic,39.56,1
603671,reaction,Strongly Acidic,22232.3,2
603671,moisture,Low,6220.94,1
603671,moisture,Medium,10402.78,2
603671,moisture,High,4506.15,3
603671,moisture,Very High,1141.98,4
603671,salinity,Non Saline,22271.86,1
603671,recession,Very Early,7887.81,1
603671,recession,Early,6942.02,2
603671,recession,Normal,5533.33,3
603671,recession,Late,766.73,4
603671,recession,Very Late,1141.98,5
603671,relief,Level,20308.72,
603671,relief,Slightly Undulating,443.77,
603671,relief,Sloppy,1519.37,
603677,landtype,High Land,2895.19,
603677,landtype,Medium High Land-1,1398.88,
603677,landtype,Medium High Land-2,8596.3,
603677,landtype,Medium Low Land,5875.96,
603677,landtype,Low land,11348.95,
603677,landtype,Very Low land,6221.18,
603677,texture,Sandy Loam ,639.54,2
603677,texture,Loam,3601.48,3
603677,texture,Clay Loam,14314.93,4
603677,texture,Clay,17780.51,5
603677,consistency,Friable,4680.91,2
603677,consistency,Firm,31655.54,3
603677,drainage,Well Drained,969.45,1
603677,drainage,Moderately Well Drained,297.95,2
603677,drainage,Imperfectly Drained,1627.78,3
603677,drainage,Poorly Drained,33441.27,4
603677,reaction,Extremely Acidic,33762.63,1
603677,reaction,Strongly Acidic,2325.87,2
603677,reaction,Moderately Acidic,247.95,3
603677,moisture,Low,20674.16,1
603677,moisture,Medium,13630.51,2
603677,moisture,High,2031.78,3
603677,salinity,Non Saline,36336.45,1
603677,recession,Very Early,2895.19,1
603677,recession,Early,9995.18,2
603677,recession,Normal,4678.83,3
603677,recession,Late,12546.07,4
603677,recession,Very Late,6221.18,5
603677,relief,Level,35069.05,
603677,relief,Moderately Undulating,820.05,
603677,relief,Undulating,447.36,
605835,landtype,High Land,11707.38,
605835,landtype,Medium High Land-1,779.61,
605835,landtype,Medium High Land-2,4930.37,
605835,landtype,Medium Low Land,1828.82,
605835,landtype,Low land,2350.49,
605835,landtype,Very Low land,1571.47,
605835,texture,Sandy Loam ,2830.36,2
605835,texture,Loam,9708.64,3
605835,texture,Clay Loam,8787.85,4
605835,texture,Clay,1841.29,5
605835,consistency,Friable,12539,2
605835,consistency,Firm,10629.14,3
605835,drainage,Well Drained,10737.59,1
605835,drainage,Moderately Well Drained,969.79,2
605835,drainage,Poorly Drained,9619.47,4
605835,drainage,Very Poorly Drained,1841.29,5
605835,reaction,Extremely Acidic,9993.05,1
605835,reaction,Strongly Acidic,12589.08,2
605835,reaction,Moderately Acidic,586,3
605835,moisture,Low,18808.1,1
605835,moisture,Medium,2518.75,2
605835,moisture,Very High,1841.29,4
605835,salinity,Non Saline,23168.14,1
605835,recession,Very Early,11707.38,1
605835,recession,Early,4644.14,2
605835,recession,Normal,1659.15,3
605835,recession,Late,3316.18,4
605835,recession,Very Late,1841.29,5
605835,relief,Level,11460.76,
605835,relief,Slightly Undulating,969.79,
605835,relief,Undulating,1405.62,
605835,relief,Sloppy,9331.97,
605814,landtype,High Land,13603.94,
605814,landtype,Medium High Land-1,1793.41,
605814,landtype,Medium High Land-2,8124.3,
605814,landtype,Medium Low Land,4899.43,
605814,landtype,Low land,2866.04,
605814,landtype,Very Low land,1751.76,
605814,texture,Clay Loam,31287.12,4
605814,texture,Clay,1751.76,5
605814,consistency,Friable,16155.81,2
605814,consistency,Firm,16883.07,3
605814,drainage,Well Drained,16155.81,1
605814,drainage,Poorly Drained,15131.31,4
605814,drainage,Very Poorly Drained,1751.76,5
605814,reaction,Extremely Acidic,19309.95,1
605814,reaction,Strongly Acidic,13728.92,2
605814,moisture,Low,20714.44,1
605814,moisture,Medium,10572.68,2
605814,moisture,Very High,1751.76,4
605814,salinity,Non Saline,33038.88,1
605814,recession,Very Early,16155.81,1
605814,recession,Early,11119.19,2
605814,recession,Normal,2158.72,3
605814,recession,Late,2574.52,4
605814,recession,Very Late,1030.64,5
605814,relief,Level,16883.07,
605814,relief,Undulating,2551.87,
605814,relief,Sloppy,13603.94,
605865,landtype,High Land,11041.3,
605865,landtype,Medium High Land-1,846.43,
605865,landtype,Medium High Land-2,10158.4,
605865,landtype,Medium Low Land,5202.64,
605865,landtype,Low land,1434.04,
605865,landtype,Very Low land,2513.93,
605865,texture,Sandy Loam ,4537.66,2
605865,texture,Loam,13758.31,3
605865,texture,Clay Loam,3518.02,4
605865,texture,Clay,9382.74,5
605865,consistency,Friable,18295.97,2
605865,consistency,Firm,12900.76,3
605865,drainage,Well Drained,10814.66,1
605865,drainage,Imperfectly Drained,955.33,3
605865,drainage,Poorly Drained,19426.74,4
605865,reaction,Strongly Acidic,29405.8,2
605865,reaction,Moderately Acidic,1790.93,3
605865,moisture,Low,20975.15,1
605865,moisture,Medium,8510.09,2
605865,moisture,High,1711.49,3
605865,salinity,Non Saline,30884.96,1
605865,salinity,Very Slightly Saline,311.78,2
605865,recession,Very Early,11448.95,1
605865,recession,Early,8895.49,2
605865,recession,Normal,3171.25,3
605865,recession,Late,5818.82,4
605865,recession,Very Late,1862.23,5
605865,relief,Level,20880.93,
605865,relief,Moderately Undulating,849.31,
605865,relief,Undulating,3399.97,
605865,relief,Sloppy,6066.53,
605856,landtype,High Land,21499.53,
605856,landtype,Medium High Land-1,764.01,
605856,landtype,Medium High Land-2,9913.22,
605856,landtype,Medium Low Land,1165.9,
605856,landtype,Low land,510.5,
605856,landtype,Very Low land,108.82,
605856,texture,Sandy Loam ,2229.63,2
605856,texture,Loam,19015.89,3
605856,texture,Clay Loam,12677.34,4
605856,texture,Clay,39.14,5
605856,consistency,Loose,2229.63,1
605856,consistency,Friable,19015.89,2
605856,consistency,Firm,12716.48,3
605856,drainage,Well Drained,18573.4,1
605856,drainage,Imperfectly Drained,2926.13,3
605856,drainage,Poorly Drained,12423.32,4
605856,drainage,Very Poorly Drained,39.14,5
605856,reaction,Extremely Acidic,4204.89,1
605856,reaction,Strongly Acidic,29757.11,2
605856,moisture,Low,24600.81,1
605856,moisture,Medium,9361.19,2
605856,salinity,Non Saline,33962,1
605856,recession,Very Early,21499.53,1
605856,recession,Early,8664.69,2
605856,recession,Normal,2910.77,3
605856,recession,Late,847.86,4
605856,recession,Very Late,39.14,5
605856,relief,Level,19129.31,
605856,relief,Moderately Undulating,214.75,
605856,relief,Sloppy,14617.95,
605880,landtype,High Land,7038.17,
605880,landtype,Medium High Land-1,772.46,
605880,landtype,Medium High Land-2,7601.34,
605880,landtype,Medium Low Land,4350.17,
605880,landtype,Low land,4835.85,
605880,landtype,Very Low land,4030.55,
605880,texture,Sandy Loam ,589.17,2
605880,texture,Loam,5945.29,3
605880,texture,Clay Loam,17442.23,4
605880,texture,Clay,4651.86,5
605880,consistency,Friable,6534.46,2
605880,consistency,Firm,22094.09,3
605880,drainage,Well Drained,5239.56,1
605880,drainage,Moderately Well Drained,294.06,2
605880,drainage,Imperfectly Drained,1504.55,3
605880,drainage,Poorly Drained,16938.52,4
605880,drainage,Very Poorly Drained,4651.86,5
605880,reaction,Extremely Acidic,9193.41,1
605880,reaction,Strongly Acidic,19435.14,2
605880,moisture,Low,12463.98,1
605880,moisture,Medium,11512.71,2
605880,moisture,Very High,4651.86,4
605880,salinity,Non Saline,28628.55,1
605880,recession,Very Early,7038.17,1
605880,recession,Early,8373.8,2
605880,recession,Normal,4350.17,3
605880,recession,Late,4214.55,4
605880,recession,Very Late,4651.86,5
605880,relief,Level,22733.61,
605880,relief,Slightly Undulating,655.38,
605880,relief,Undulating,327.24,
605880,relief,Sloppy,4912.32,
605874,landtype,High Land,4009.49,
605874,landtype,Medium High Land-1,1398.28,
605874,landtype,Medium High Land-2,14273.33,
605874,landtype,Medium Low Land,6066.79,
605874,landtype,Low land,2711.81,
605874,landtype,Very Low land,833.4,
605874,texture,Sandy Loam ,1561.37,2
605874,texture,Loam,7255.9,3
605874,texture,Clay Loam,12995.8,4
605874,texture,Clay,7480.04,5
605874,consistency,Friable,20417.97,2
605874,consistency,Firm,8875.15,3
605874,drainage,Well Drained,1636.87,1
605874,drainage,Imperfectly Drained,2372.63,3
605874,drainage,Poorly Drained,24450.22,4
605874,drainage,Very Poorly Drained,833.4,5
605874,reaction,Extremely Acidic,9479.99,1
605874,reaction,Strongly Acidic,19813.12,2
605874,moisture,Low,15100.66,1
605874,moisture,Medium,13359.05,2
605874,moisture,Very High,833.4,4
605874,salinity,Non Saline,29293.11,1
605874,recession,Very Early,4009.49,1
605874,recession,Early,15671.62,2
605874,recession,Normal,6066.79,3
605874,recession,Late,2711.81,4
605874,recession,Very Late,833.4,5
605874,relief,Level,27656.25,
605874,relief,Moderately Undulating,273.13,
605874,relief,Sloppy,1363.74,
609023,landtype,High Land,949.35,
609023,landtype,Medium High Land-1,2121.15,
609023,landtype,Medium High Land-2,11427.58,
609023,landtype,Medium Low Land,10785.73,
609023,landtype,Low land,8737.83,
609023,landtype,Very Low land,4762.8,
609023,texture,Sandy Loam ,969.4,2
609023,texture,Loam,3036.28,3
609023,texture,Clay Loam,17278.73,4
609023,texture,Clay,17500.02,5
609023,consistency,Friable,4005.68,2
609023,consistency,Firm,34778.76,3
609023,drainage,Well Drained,830.22,1
609023,drainage,Imperfectly Drained,514.44,3
609023,drainage,Poorly Drained,37439.78,4
609023,reaction,Extremely Acidic,398.58,1
609023,reaction,Strongly Acidic,37382.75,2
609023,reaction,Moderately Acidic,1003.1,3
609023,moisture,Low,22796.7,1
609023,moisture,Medium,14626.16,2
609023,moisture,High,1361.58,3
609023,salinity,Non Saline,38784.44,1
609023,recession,Very Early,949.35,1
609023,recession,Early,15433.19,2
609023,recession,Normal,8901.27,3
609023,recession,Late,9239.88,4
609023,recession,Very Late,4260.75,5
609023,relief,Level,37954.22,
609023,relief,Sloppy,830.22,
605883,landtype,High Land,21453.69,
605883,landtype,Medium High Land-1,2970.63,
605883,landtype,Medium High Land-2,9188.41,
605883,landtype,Medium Low Land,1995.31,
605883,landtype,Low land,3013.53,
605883,landtype,Very Low land,1029.38,
605883,texture,Sandy Loam ,10128.91,2
605883,texture,Loam,9294.7,3
605883,texture,Clay Loam,19197.96,4
605883,texture,Clay,1029.38,5
605883,consistency,Friable,25856.26,2
605883,consistency,Firm,13794.68,3
605883,drainage,Well Drained,15728.65,1
605883,drainage,Moderately Well Drained,2170.66,2
605883,drainage,Imperfectly Drained,3554.37,3
605883,drainage,Poorly Drained,17167.87,4
605883,drainage,Very Poorly Drained,1029.38,5
605883,reaction,Extremely Acidic,18668.65,1
605883,reaction,Strongly Acidic,20982.29,2
605883,moisture,Low,29220.37,1
605883,moisture,Medium,9401.19,2
605883,moisture,Very High,1029.38,4
605883,salinity,Non Saline,39650.94,1
605883,recession,Very Early,21453.69,1
605883,recession,Early,12159.04,2
605883,recession,Normal,1995.31,3
605883,recession,Late,3013.53,4
605883,recession,Very Late,1029.38,5
605883,relief,Level,21751.63,
605883,relief,Slightly Undulating,4262,
605883,relief,Moderately Undulating,2781.04,
605883,relief,Undulating,10856.27,
609018,landtype,High Land,1300.51,
609018,landtype,Medium High Land-1,1053.43,
609018,landtype,Medium High Land-2,4906.99,
609018,landtype,Medium Low Land,1011.39,
609018,landtype,Low land,1626.07,
609018,landtype,Very Low land,2976.96,
609018,texture,Sandy Loam ,3218.34,2
609018,texture,Loam,2147.21,3
609018,texture,Clay Loam,4146.29,4
609018,texture,Clay,3363.5,5
609018,consistency,Friable,8063.18,2
609018,consistency,Firm,4812.16,3
609018,drainage,Imperfectly Drained,1300.51,3
609018,drainage,Poorly Drained,8984.05,4
609018,drainage,Very Poorly Drained,2590.79,5
609018,reaction,Strongly Acidic,11645.3,2
609018,reaction,Moderately Acidic,1230.04,3
609018,moisture,Low,8800.59,1
609018,moisture,Medium,4074.75,2
609018,salinity,Non Saline,12397.18,1
609018,salinity,Very Slightly Saline,478.16,2
609018,recession,Very Early,1300.51,1
609018,recession,Early,5593.73,2
609018,recession,Normal,1089.97,3
609018,recession,Late,2300.34,4
609018,recession,Very Late,2590.79,5
609018,relief,Level,12875.34,
609032,landtype,High Land,119.16,
609032,landtype,Medium High Land-1,1614.04,
609032,landtype,Medium High Land-2,1521.9,
609032,landtype,Medium Low Land,3638.27,
609032,landtype,Low land,6460.38,
609032,landtype,Very Low land,10920.42,
609032,texture,Loam,4279.57,3
609032,texture,Clay Loam,2130.54,4
609032,texture,Clay,17864.07,5
609032,consistency,Friable,4279.57,2
609032,consistency,Firm,19994.61,3
609032,drainage,Imperfectly Drained,119.16,3
609032,drainage,Poorly Drained,17058.38,4
609032,drainage,Very Poorly Drained,7096.64,5
609032,reaction,Strongly Acidic,24274.18,2
609032,moisture,Low,17864.07,1
609032,moisture,Medium,2130.54,2
609032,moisture,High,4279.57,3
609032,salinity,Non Saline,24274.18,1
609032,recession,Very Early,119.16,1
609032,recession,Early,2903.3,2
609032,recession,Normal,3387.64,3
609032,recession,Late,10767.43,4
609032,recession,Very Late,7096.64,5
609032,relief,Level,24274.18,
609033,landtype,High Land,4385.48,
609033,landtype,Medium High Land-1,1066.7,
609033,landtype,Medium High Land-2,4320.92,
609033,landtype,Medium Low Land,10262.14,
609033,landtype,Low land,5938.35,
609033,landtype,Very Low land,726.03,
609033,texture,Sand,267.98,1
609033,texture,Sandy Loam ,2048.78,2
609033,texture,Loam,2561.9,3
609033,texture,Clay Loam,21094.92,4
609033,texture,Clay,726.03,5
609033,consistency,Loose,267.98,1
609033,consistency,Friable,9149.26,2
609033,consistency,Firm,17282.36,3
609033,drainage,Well Drained,285.01,1
609033,drainage,Imperfectly Drained,4622.44,3
609033,drainage,Poorly Drained,21792.15,4
609033,reaction,Strongly Acidic,24356.01,2
609033,reaction,Moderately Acidic,2343.59,3
609033,moisture,Low,15991.19,1
609033,moisture,Medium,10211.87,2
609033,moisture,High,496.54,3
609033,salinity,Non Saline,21303.13,1
609033,salinity,Very Slightly Saline,3331.11,2
609033,salinity,Slightly Saline,2065.36,3
609033,recession,Very Early,4385.48,1
609033,recession,Early,5387.61,2
609033,recession,Normal,10096.92,3
609033,recession,Late,6103.57,4
609033,recession,Very Late,726.03,5
609033,relief,Level,26414.59,
