upazila_code,map_unit,unit_title_en,unit_title_bn,area,percent
609033,3,Agri Land,,268,0.94
609033,4,Agri Land,,6507,22.73
609033,5,Agri Land,,3572,12.48
609033,6,Agri Land,,4960,17.33
609033,7,Agri Land,,944,3.3
609033,8,Agri Land,,3243,11.33
609033,81,Settlement,,1370,4.79
609033,82,,,27,0.09
609033,83,River,,530,1.85
609047,1,Agri Land,,3915,10.63
609047,2,Agri Land,,5010,13.6
609047,3,Agri Land,,9033,24.53
609047,4,Agri Land,,10927,29.67
609047,5,Agri Land,,4083,11.09
609047,81,Settlement,,2684,7.29
609047,83,River,,829,2.25
609047,112,Waterbody,,348,0.95
609047,113,,,2,0
609050,1,Agri Land,,580,1.74
609050,2,Agri Land,,2180,6.53
609050,3,Agri Land,,2701,8.09
609050,4,Agri Land,,6083,18.22
609050,5,Agri Land,,9139,27.37
609050,6,Agri Land,,9567,28.66
609050,81,Settlement,,579,1.73
609050,83,River,,1007,3.02
609050,112,Waterbody,,1549,4.64
609027,1,Agri Land,,3349,10.88
609027,2,Agri Land,,3015,9.8
609027,3,Agri Land,,9685,31.47
609027,4,Agri Land,,10771,35
609027,81,Settlement,,2014,6.54
609027,83,River,,1038,3.37
609027,112,Waterbody,,858,2.79
609027,113,,,42,0.14
609063,1,Agri Land,,1743,7.67
609063,2,Agri Land,,2311,10.17
609063,3,Agri Land,,2994,13.18
609063,4,Agri Land,,1520,6.69
609063,6,Agri Land,,2365,10.41
609063,7,Agri Land,,2845,12.53
609063,8,Agri Land,,3103,13.66
609063,9,Agri Land,,1976,8.7
609063,80,,,40,0.18
609063,81,Settlement,,1159,5.1
609063,83,River,,595,2.62
609063,84,,,61,0.27
609063,112,Waterbody,,1884,8.29
609063,113,,,118,0.52
609086,1,Agri Land,,2004,7.77
609086,2,Agri Land,,15965,61.88
609086,3,Agri Land,,4217,16.34
609086,4,Agri Land,,1341,5.2
609086,81,Settlement,,316,1.22
609086,83,River,,1182,4.58
609086,112,Waterbody,,774,3
609089,1,Agri Land,,500,1.73
609089,2,Agri Land,,3641,12.6
609089,3,Agri Land,,542,1.88
609089,4,Agri Land,,1362,4.72
609089,5,Agri Land,,6230,21.56
609089,6,Agri Land,,2456,8.5
609089,7,Agri Land,,8201,28.39
609089,81,Settlement,,3856,13.35
609089,83,River,,967,3.35
609089,112,Waterbody,,1115,3.86
609089,113,,,21,0.07
609092,1,Agri Land,,99,0.31
609092,2,Agri Land,,1769,5.61
609092,3,Agri Land,,2938,9.32
609092,4,Agri Land,,812,2.58
609092,5,Agri Land,,172,0.55
609092,6,Agri Land,,3864,12.26
609092,7,Agri Land,,4691,14.88
609092,8,Agri Land,,6014,19.08
609092,9,Agri Land,,3749,11.89
609092,10,Agri Land,,2765,8.77
609092,81,Settlement,,2915,9.24
609092,83,River,,1003,3.18
609092,84,,,619,1.96
609092,112,Waterbody,,80,0.25
609092,113,,,39,0.12
609108,1,Agri Land,,924,5.42
609108,2,Agri Land,,825,4.84
609108,3,Agri Land,,3549,20.81
609108,4,Agri Land,,2616,15.34
609108,5,Agri Land,,5559,32.6
609108,6,Agri Land,,609,3.57
609108,81,Settlement,,1816,10.65
609108,83,River,,238,1.39
609108,112,Waterbody,,897,5.26
609108,113,,,19,0.11
609117,1,Agri Land,,274,1.11
609117,2,Agri Land,,994,4.02
609117,3,Agri Land,,879,3.56
609117,4,Agri Land,,1033,4.18
609117,5,Agri Land,,5369,21.72
609117,6,Agri Land,,4045,16.36
609117,7,Agri Land,,3937,15.93
609117,8,Agri Land,,2035,8.23
609117,9,Agri Land,,591,2.39
609117,81,Settlement,,4421,17.88
609117,83,River,,582,2.36
609117,112,Waterbody,,548,2.22
609117,113,,,10,0.04
609135,1,Agri Land,,1293,11.51
609135,2,Agri Land,,1681,14.96
609135,3,Agri Land,,735,6.54
609135,4,Agri Land,,786,7
609135,5,Agri Land,,1188,10.58
609135,6,Agri Land,,1368,12.18
609135,7,Agri Land,,1011,9
609135,8,Agri Land,,1381,12.29
609135,9,Agri Land,,249,2.22
609135,81,Settlement,,1120,9.97
609135,83,River,,265,2.36
609135,112,Waterbody,,155,1.38
609135,113,,,1,0.01
609131,1,Agri Land,,54,0.29
609131,2,Agri Land,,328,1.74
609131,3,Agri Land,,353,1.87
609131,4,Agri Land,,2838,15.04
609131,5,Agri Land,,2541,13.47
609131,6,Agri Land,,3214,17.04
609131,7,Agri Land,,3149,16.69
609131,8,Agri Land,,2803,14.86
609131,81,Settlement,,3274,17.35
609131,83,River,,236,1.25
609131,112,Waterbody,,73,0.39
609131,113,,,3,0.01
609138,1,Agri Land,,532,1.92
609138,2,Agri Land,,1770,6.39
609138,3,Agri Land,,649,2.34
609138,4,Agri Land,,700,2.53
609138,5,Agri Land,,759,2.74
609138,6,Agri Land,,4177,15.08
609138,7,Agri Land,,3462,12.5
609138,8,Agri Land,,3250,11.73
609138,9,Agri Land,,3669,13.25
609138,81,Settlement,,7408,26.74
609138,83,River,,771,2.78
609138,112,Waterbody,,537,1.94
609138,113,,,19,0.07
609127,1,Agri Land,,319,1.22
609127,2,Agri Land,,2343,8.94
609127,3,Agri Land,,417,1.59
609127,4,Agri Land,,1941,7.41
609127,5,Agri Land,,1234,4.71
609127,6,Agri Land,,579,2.21
609127,7,Agri Land,,649,2.48
609127,8,Agri Land,,2506,9.57
609127,9,Agri Land,,1515,5.78
609127,10,Agri Land,,6246,23.84
609127,81,Settlement,,2779,10.61
609127,83,River,,621,2.37
609127,84,,,153,0.58
609127,85,Forest,,70,0.27
609127,86,,,19,0.07
609127,112,Waterbody,,3794,14.48
609127,113,,,48,0.18
609127,119,,,116,0.44
609127,500,,,849,3.24
609141,1,Agri Land,,1764,3.63
609141,2,Agri Land,,2573,5.3
609141,3,Agri Land,,4452,9.17
609141,4,Agri Land,,810,1.67
609141,5,Agri Land,,245,0.5
609141,6,Agri Land,,326,0.67
609141,7,Agri Land,,12781,26.33
609141,8,Agri Land,,8958,18.46
609141,9,Agri Land,,10060,20.73
609141,10,Agri Land,,849,1.75
609141,81,Settlement,,3746,7.72
609141,83,River,,1422,2.93
609141,112,Waterbody,,526,1.08
609141,113,,,21,0.04
609153,1,Agri Land,,3402,12.53
609153,2,Agri Land,,390,1.44
609153,3,Agri Land,,4432,16.33
609153,4,Agri Land,,7813,28.79
609153,5,Agri Land,,3153,11.62
609153,6,Agri Land,,2674,9.85
609153,7,Agri Land,,2897,10.68
609153,81,Settlement,,2003,7.38
609153,83,River,,353,1.3
609153,112,Waterbody,,16,0.06
609153,113,,,8,0.03
609159,1,Agri Land,,2571,6.4
609159,2,Agri Land,,990,2.47
609159,3,Agri Land,,1273,3.17
609159,4,Agri Land,,5828,14.52
609159,5,Agri Land,,4837,12.05
609159,6,Agri Land,,8734,21.75
609159,7,Agri Land,,4409,10.98
609159,8,Agri Land,,5466,13.61
609159,81,Settlement,,4219,10.51
609159,83,River,,1059,2.64
609159,112,Waterbody,,753,1.87
609159,113,,,13,0.03
609162,1,Agri Land,,1586,5.42
609162,2,Agri Land,,4546,15.54
609162,3,Agri Land,,933,3.19
609162,4,Agri Land,,2762,9.44
609162,5,Agri Land,,356,1.22
609162,6,Agri Land,,421,1.44
609162,7,Agri Land,,1356,4.64
609162,8,Agri Land,,2300,7.86
609162,9,Agri Land,,5101,17.44
609162,10,Agri Land,,6007,20.54
609162,81,Settlement,,3126,10.69
609162,83,River,,696,2.38
609162,112,Waterbody,,55,0.19
609162,113,,,6,0.02
609160,1,Agri Land,,1317,6.05
609160,2,Agri Land,,4280,19.67
609160,3,Agri Land,,4257,19.57
609160,4,Agri Land,,2912,13.38
609160,5,Agri Land,,4653,21.39
609160,6,Agri Land,,146,0.67
609160,81,Settlement,,3855,17.72
609160,83,River,,114,0.53
609160,112,Waterbody,,222,1.02
609194,1,Agri Land,,594,2.25
609194,2,Agri Land,,413,1.56
609194,3,Agri Land,,16225,61.33
609194,4,Agri Land,,1600,6.05
609194,5,Agri Land,,2698,10.2
609194,6,Agri Land,,374,1.41
609194,81,Settlement,,3591,13.57
609194,83,River,,782,2.96
609194,112,Waterbody,,162,0.61
609194,113,,,14,0.05
